"MTU (UTC)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (UTC)","Intraday Price (EUR/MWh)"
"12/01/2025 16:00:00 - 12/01/2025 17:00:00","BZN|NL","Without sequence","138.12","",""
"12/01/2025 17:00:00 - 12/01/2025 18:00:00","BZN|NL","Without sequence","146.66","",""
"12/01/2025 18:00:00 - 12/01/2025 19:00:00","BZN|NL","Without sequence","142.79","",""
"12/01/2025 19:00:00 - 12/01/2025 20:00:00","BZN|NL","Without sequence","133.11","",""
"12/01/2025 20:00:00 - 12/01/2025 21:00:00","BZN|NL","Without sequence","126.85","",""
"12/01/2025 21:00:00 - 12/01/2025 22:00:00","BZN|NL","Without sequence","120.45","",""
"12/01/2025 22:00:00 - 12/01/2025 23:00:00","BZN|NL","Without sequence","114.9","",""
"12/01/2025 23:00:00 - 13/01/2025 00:00:00","BZN|NL","Without sequence","112.39","",""
"13/01/2025 00:00:00 - 13/01/2025 01:00:00","BZN|NL","Without sequence","105.07","",""
"13/01/2025 01:00:00 - 13/01/2025 02:00:00","BZN|NL","Without sequence","104.46","",""
"13/01/2025 02:00:00 - 13/01/2025 03:00:00","BZN|NL","Without sequence","100.37","",""
"13/01/2025 03:00:00 - 13/01/2025 04:00:00","BZN|NL","Without sequence","100.0","",""
"13/01/2025 04:00:00 - 13/01/2025 05:00:00","BZN|NL","Without sequence","109.97","",""
"13/01/2025 05:00:00 - 13/01/2025 06:00:00","BZN|NL","Without sequence","138.67","",""
"13/01/2025 06:00:00 - 13/01/2025 07:00:00","BZN|NL","Without sequence","177.83","",""
"13/01/2025 07:00:00 - 13/01/2025 08:00:00","BZN|NL","Without sequence","218.8","",""
"13/01/2025 08:00:00 - 13/01/2025 09:00:00","BZN|NL","Without sequence","171.0","",""
"13/01/2025 09:00:00 - 13/01/2025 10:00:00","BZN|NL","Without sequence","139.97","",""
"13/01/2025 10:00:00 - 13/01/2025 11:00:00","BZN|NL","Without sequence","115.58","",""
"13/01/2025 11:00:00 - 13/01/2025 12:00:00","BZN|NL","Without sequence","104.83","",""
"13/01/2025 12:00:00 - 13/01/2025 13:00:00","BZN|NL","Without sequence","103.11","",""
"13/01/2025 13:00:00 - 13/01/2025 14:00:00","BZN|NL","Without sequence","105.55","",""
"13/01/2025 14:00:00 - 13/01/2025 15:00:00","BZN|NL","Without sequence","135.34","",""
"13/01/2025 15:00:00 - 13/01/2025 16:00:00","BZN|NL","Without sequence","140.82","",""
"13/01/2025 16:00:00 - 13/01/2025 17:00:00","BZN|NL","Without sequence","149.0","",""
"13/01/2025 17:00:00 - 13/01/2025 18:00:00","BZN|NL","Without sequence","140.41","",""
"13/01/2025 18:00:00 - 13/01/2025 19:00:00","BZN|NL","Without sequence","119.6","",""
"13/01/2025 19:00:00 - 13/01/2025 20:00:00","BZN|NL","Without sequence","105.0","",""
"13/01/2025 20:00:00 - 13/01/2025 21:00:00","BZN|NL","Without sequence","118.27","",""
"13/01/2025 21:00:00 - 13/01/2025 22:00:00","BZN|NL","Without sequence","109.0","",""
"13/01/2025 22:00:00 - 13/01/2025 23:00:00","BZN|NL","Without sequence","95.8","",""
"13/01/2025 23:00:00 - 14/01/2025 00:00:00","BZN|NL","Without sequence","89.37","",""
"14/01/2025 00:00:00 - 14/01/2025 01:00:00","BZN|NL","Without sequence","88.75","",""
"14/01/2025 01:00:00 - 14/01/2025 02:00:00","BZN|NL","Without sequence","82.61","",""
"14/01/2025 02:00:00 - 14/01/2025 03:00:00","BZN|NL","Without sequence","82.06","",""
"14/01/2025 03:00:00 - 14/01/2025 04:00:00","BZN|NL","Without sequence","91.09","",""
"14/01/2025 04:00:00 - 14/01/2025 05:00:00","BZN|NL","Without sequence","100.55","",""
"14/01/2025 05:00:00 - 14/01/2025 06:00:00","BZN|NL","Without sequence","109.9","",""
"14/01/2025 06:00:00 - 14/01/2025 07:00:00","BZN|NL","Without sequence","152.42","",""
"14/01/2025 07:00:00 - 14/01/2025 08:00:00","BZN|NL","Without sequence","181.31","",""
"14/01/2025 08:00:00 - 14/01/2025 09:00:00","BZN|NL","Without sequence","151.12","",""
"14/01/2025 09:00:00 - 14/01/2025 10:00:00","BZN|NL","Without sequence","100.4","",""
"14/01/2025 10:00:00 - 14/01/2025 11:00:00","BZN|NL","Without sequence","104.45","",""
"14/01/2025 11:00:00 - 14/01/2025 12:00:00","BZN|NL","Without sequence","93.72","",""
"14/01/2025 12:00:00 - 14/01/2025 13:00:00","BZN|NL","Without sequence","105.0","",""
"14/01/2025 13:00:00 - 14/01/2025 14:00:00","BZN|NL","Without sequence","115.56","",""
"14/01/2025 14:00:00 - 14/01/2025 15:00:00","BZN|NL","Without sequence","126.14","",""
"14/01/2025 15:00:00 - 14/01/2025 16:00:00","BZN|NL","Without sequence","142.58","",""
"14/01/2025 16:00:00 - 14/01/2025 17:00:00","BZN|NL","Without sequence","166.54","",""
"14/01/2025 17:00:00 - 14/01/2025 18:00:00","BZN|NL","Without sequence","154.14","",""
"14/01/2025 18:00:00 - 14/01/2025 19:00:00","BZN|NL","Without sequence","127.5","",""
"14/01/2025 19:00:00 - 14/01/2025 20:00:00","BZN|NL","Without sequence","117.0","",""
"14/01/2025 20:00:00 - 14/01/2025 21:00:00","BZN|NL","Without sequence","111.0","",""
"14/01/2025 21:00:00 - 14/01/2025 22:00:00","BZN|NL","Without sequence","108.43","",""
"14/01/2025 22:00:00 - 14/01/2025 23:00:00","BZN|NL","Without sequence","121.87","",""
"14/01/2025 23:00:00 - 15/01/2025 00:00:00","BZN|NL","Without sequence","97.17","",""
"15/01/2025 00:00:00 - 15/01/2025 01:00:00","BZN|NL","Without sequence","99.93","",""
"15/01/2025 01:00:00 - 15/01/2025 02:00:00","BZN|NL","Without sequence","100.0","",""
"15/01/2025 02:00:00 - 15/01/2025 03:00:00","BZN|NL","Without sequence","106.0","",""
"15/01/2025 03:00:00 - 15/01/2025 04:00:00","BZN|NL","Without sequence","105.35","",""
"15/01/2025 04:00:00 - 15/01/2025 05:00:00","BZN|NL","Without sequence","112.07","",""
"15/01/2025 05:00:00 - 15/01/2025 06:00:00","BZN|NL","Without sequence","134.68","",""
"15/01/2025 06:00:00 - 15/01/2025 07:00:00","BZN|NL","Without sequence","191.86","",""
"15/01/2025 07:00:00 - 15/01/2025 08:00:00","BZN|NL","Without sequence","300.71","",""
"15/01/2025 08:00:00 - 15/01/2025 09:00:00","BZN|NL","Without sequence","306.66","",""
"15/01/2025 09:00:00 - 15/01/2025 10:00:00","BZN|NL","Without sequence","300.0","",""
"15/01/2025 10:00:00 - 15/01/2025 11:00:00","BZN|NL","Without sequence","282.6","",""
"15/01/2025 11:00:00 - 15/01/2025 12:00:00","BZN|NL","Without sequence","244.27","",""
"15/01/2025 12:00:00 - 15/01/2025 13:00:00","BZN|NL","Without sequence","230.34","",""
"15/01/2025 13:00:00 - 15/01/2025 14:00:00","BZN|NL","Without sequence","264.58","",""
"15/01/2025 14:00:00 - 15/01/2025 15:00:00","BZN|NL","Without sequence","272.73","",""
"15/01/2025 15:00:00 - 15/01/2025 16:00:00","BZN|NL","Without sequence","298.92","",""
"15/01/2025 16:00:00 - 15/01/2025 17:00:00","BZN|NL","Without sequence","350.48","",""
"15/01/2025 17:00:00 - 15/01/2025 18:00:00","BZN|NL","Without sequence","309.56","",""
"15/01/2025 18:00:00 - 15/01/2025 19:00:00","BZN|NL","Without sequence","262.42","",""
"15/01/2025 19:00:00 - 15/01/2025 20:00:00","BZN|NL","Without sequence","179.45","",""
"15/01/2025 20:00:00 - 15/01/2025 21:00:00","BZN|NL","Without sequence","150.94","",""
"15/01/2025 21:00:00 - 15/01/2025 22:00:00","BZN|NL","Without sequence","140.85","",""
"15/01/2025 22:00:00 - 15/01/2025 23:00:00","BZN|NL","Without sequence","123.9","",""
"15/01/2025 23:00:00 - 16/01/2025 00:00:00","BZN|NL","Without sequence","126.06","",""
"16/01/2025 00:00:00 - 16/01/2025 01:00:00","BZN|NL","Without sequence","118.87","",""
"16/01/2025 01:00:00 - 16/01/2025 02:00:00","BZN|NL","Without sequence","111.3","",""
"16/01/2025 02:00:00 - 16/01/2025 03:00:00","BZN|NL","Without sequence","104.4","",""
"16/01/2025 03:00:00 - 16/01/2025 04:00:00","BZN|NL","Without sequence","103.12","",""
"16/01/2025 04:00:00 - 16/01/2025 05:00:00","BZN|NL","Without sequence","114.9","",""
"16/01/2025 05:00:00 - 16/01/2025 06:00:00","BZN|NL","Without sequence","129.9","",""
"16/01/2025 06:00:00 - 16/01/2025 07:00:00","BZN|NL","Without sequence","169.61","",""
"16/01/2025 07:00:00 - 16/01/2025 08:00:00","BZN|NL","Without sequence","199.73","",""
"16/01/2025 08:00:00 - 16/01/2025 09:00:00","BZN|NL","Without sequence","175.0","",""
"16/01/2025 09:00:00 - 16/01/2025 10:00:00","BZN|NL","Without sequence","151.9","",""
"16/01/2025 10:00:00 - 16/01/2025 11:00:00","BZN|NL","Without sequence","140.64","",""
"16/01/2025 11:00:00 - 16/01/2025 12:00:00","BZN|NL","Without sequence","130.56","",""
"16/01/2025 12:00:00 - 16/01/2025 13:00:00","BZN|NL","Without sequence","128.71","",""
"16/01/2025 13:00:00 - 16/01/2025 14:00:00","BZN|NL","Without sequence","135.05","",""
"16/01/2025 14:00:00 - 16/01/2025 15:00:00","BZN|NL","Without sequence","156.74","",""
"16/01/2025 15:00:00 - 16/01/2025 16:00:00","BZN|NL","Without sequence","173.17","",""
"16/01/2025 16:00:00 - 16/01/2025 17:00:00","BZN|NL","Without sequence","187.35","",""
"16/01/2025 17:00:00 - 16/01/2025 18:00:00","BZN|NL","Without sequence","184.32","",""
"16/01/2025 18:00:00 - 16/01/2025 19:00:00","BZN|NL","Without sequence","179.97","",""
"16/01/2025 19:00:00 - 16/01/2025 20:00:00","BZN|NL","Without sequence","159.6","",""
"16/01/2025 20:00:00 - 16/01/2025 21:00:00","BZN|NL","Without sequence","141.76","",""
"16/01/2025 21:00:00 - 16/01/2025 22:00:00","BZN|NL","Without sequence","135.45","",""
"16/01/2025 22:00:00 - 16/01/2025 23:00:00","BZN|NL","Without sequence","123.9","",""
"16/01/2025 23:00:00 - 17/01/2025 00:00:00","BZN|NL","Without sequence","100.0","",""
"17/01/2025 00:00:00 - 17/01/2025 01:00:00","BZN|NL","Without sequence","110.0","",""
"17/01/2025 01:00:00 - 17/01/2025 02:00:00","BZN|NL","Without sequence","106.35","",""
"17/01/2025 02:00:00 - 17/01/2025 03:00:00","BZN|NL","Without sequence","105.9","",""
"17/01/2025 03:00:00 - 17/01/2025 04:00:00","BZN|NL","Without sequence","106.06","",""
"17/01/2025 04:00:00 - 17/01/2025 05:00:00","BZN|NL","Without sequence","112.0","",""
"17/01/2025 05:00:00 - 17/01/2025 06:00:00","BZN|NL","Without sequence","140.8","",""
"17/01/2025 06:00:00 - 17/01/2025 07:00:00","BZN|NL","Without sequence","175.01","",""
"17/01/2025 07:00:00 - 17/01/2025 08:00:00","BZN|NL","Without sequence","208.13","",""
"17/01/2025 08:00:00 - 17/01/2025 09:00:00","BZN|NL","Without sequence","175.34","",""
"17/01/2025 09:00:00 - 17/01/2025 10:00:00","BZN|NL","Without sequence","156.83","",""
"17/01/2025 10:00:00 - 17/01/2025 11:00:00","BZN|NL","Without sequence","140.1","",""
"17/01/2025 11:00:00 - 17/01/2025 12:00:00","BZN|NL","Without sequence","126.44","",""
"17/01/2025 12:00:00 - 17/01/2025 13:00:00","BZN|NL","Without sequence","124.03","",""
"17/01/2025 13:00:00 - 17/01/2025 14:00:00","BZN|NL","Without sequence","131.2","",""
"17/01/2025 14:00:00 - 17/01/2025 15:00:00","BZN|NL","Without sequence","147.69","",""
"17/01/2025 15:00:00 - 17/01/2025 16:00:00","BZN|NL","Without sequence","165.02","",""
"17/01/2025 16:00:00 - 17/01/2025 17:00:00","BZN|NL","Without sequence","177.75","",""
"17/01/2025 17:00:00 - 17/01/2025 18:00:00","BZN|NL","Without sequence","179.92","",""
"17/01/2025 18:00:00 - 17/01/2025 19:00:00","BZN|NL","Without sequence","174.22","",""
"17/01/2025 19:00:00 - 17/01/2025 20:00:00","BZN|NL","Without sequence","157.91","",""
"17/01/2025 20:00:00 - 17/01/2025 21:00:00","BZN|NL","Without sequence","145.0","",""
"17/01/2025 21:00:00 - 17/01/2025 22:00:00","BZN|NL","Without sequence","139.97","",""
"17/01/2025 22:00:00 - 17/01/2025 23:00:00","BZN|NL","Without sequence","126.89","",""
"17/01/2025 23:00:00 - 18/01/2025 00:00:00","BZN|NL","Without sequence","125.34","",""
"18/01/2025 00:00:00 - 18/01/2025 01:00:00","BZN|NL","Without sequence","121.06","",""
"18/01/2025 01:00:00 - 18/01/2025 02:00:00","BZN|NL","Without sequence","121.0","",""
"18/01/2025 02:00:00 - 18/01/2025 03:00:00","BZN|NL","Without sequence","118.85","",""
"18/01/2025 03:00:00 - 18/01/2025 04:00:00","BZN|NL","Without sequence","116.49","",""
"18/01/2025 04:00:00 - 18/01/2025 05:00:00","BZN|NL","Without sequence","119.78","",""
"18/01/2025 05:00:00 - 18/01/2025 06:00:00","BZN|NL","Without sequence","119.81","",""
"18/01/2025 06:00:00 - 18/01/2025 07:00:00","BZN|NL","Without sequence","133.49","",""
"18/01/2025 07:00:00 - 18/01/2025 08:00:00","BZN|NL","Without sequence","145.65","",""
"18/01/2025 08:00:00 - 18/01/2025 09:00:00","BZN|NL","Without sequence","144.1","",""
"18/01/2025 09:00:00 - 18/01/2025 10:00:00","BZN|NL","Without sequence","131.37","",""
"18/01/2025 10:00:00 - 18/01/2025 11:00:00","BZN|NL","Without sequence","121.57","",""
"18/01/2025 11:00:00 - 18/01/2025 12:00:00","BZN|NL","Without sequence","118.87","",""
"18/01/2025 12:00:00 - 18/01/2025 13:00:00","BZN|NL","Without sequence","115.01","",""
"18/01/2025 13:00:00 - 18/01/2025 14:00:00","BZN|NL","Without sequence","119.03","",""
"18/01/2025 14:00:00 - 18/01/2025 15:00:00","BZN|NL","Without sequence","130.56","",""
"18/01/2025 15:00:00 - 18/01/2025 16:00:00","BZN|NL","Without sequence","145.5","",""
"18/01/2025 16:00:00 - 18/01/2025 17:00:00","BZN|NL","Without sequence","161.91","",""
"18/01/2025 17:00:00 - 18/01/2025 18:00:00","BZN|NL","Without sequence","167.57","",""
"18/01/2025 18:00:00 - 18/01/2025 19:00:00","BZN|NL","Without sequence","167.85","",""
"18/01/2025 19:00:00 - 18/01/2025 20:00:00","BZN|NL","Without sequence","156.12","",""
"18/01/2025 20:00:00 - 18/01/2025 21:00:00","BZN|NL","Without sequence","143.42","",""
"18/01/2025 21:00:00 - 18/01/2025 22:00:00","BZN|NL","Without sequence","136.4","",""
"18/01/2025 22:00:00 - 18/01/2025 23:00:00","BZN|NL","Without sequence","129.36","",""
"18/01/2025 23:00:00 - 19/01/2025 00:00:00","BZN|NL","Without sequence","129.75","",""
"19/01/2025 00:00:00 - 19/01/2025 01:00:00","BZN|NL","Without sequence","124.26","",""
"19/01/2025 01:00:00 - 19/01/2025 02:00:00","BZN|NL","Without sequence","123.1","",""
"19/01/2025 02:00:00 - 19/01/2025 03:00:00","BZN|NL","Without sequence","121.24","",""
"19/01/2025 03:00:00 - 19/01/2025 04:00:00","BZN|NL","Without sequence","120.18","",""
"19/01/2025 04:00:00 - 19/01/2025 05:00:00","BZN|NL","Without sequence","120.0","",""
"19/01/2025 05:00:00 - 19/01/2025 06:00:00","BZN|NL","Without sequence","121.58","",""
"19/01/2025 06:00:00 - 19/01/2025 07:00:00","BZN|NL","Without sequence","123.37","",""
"19/01/2025 07:00:00 - 19/01/2025 08:00:00","BZN|NL","Without sequence","123.6","",""
"19/01/2025 08:00:00 - 19/01/2025 09:00:00","BZN|NL","Without sequence","125.21","",""
"19/01/2025 09:00:00 - 19/01/2025 10:00:00","BZN|NL","Without sequence","125.27","",""
"19/01/2025 10:00:00 - 19/01/2025 11:00:00","BZN|NL","Without sequence","121.56","",""
"19/01/2025 11:00:00 - 19/01/2025 12:00:00","BZN|NL","Without sequence","112.25","",""
"19/01/2025 12:00:00 - 19/01/2025 13:00:00","BZN|NL","Without sequence","107.51","",""
"19/01/2025 13:00:00 - 19/01/2025 14:00:00","BZN|NL","Without sequence","116.81","",""
"19/01/2025 14:00:00 - 19/01/2025 15:00:00","BZN|NL","Without sequence","124.36","",""
"19/01/2025 15:00:00 - 19/01/2025 16:00:00","BZN|NL","Without sequence","137.57","",""
"19/01/2025 16:00:00 - 19/01/2025 17:00:00","BZN|NL","Without sequence","148.81","",""
"19/01/2025 17:00:00 - 19/01/2025 18:00:00","BZN|NL","Without sequence","159.19","",""
"19/01/2025 18:00:00 - 19/01/2025 19:00:00","BZN|NL","Without sequence","156.79","",""
"19/01/2025 19:00:00 - 19/01/2025 20:00:00","BZN|NL","Without sequence","149.31","",""
"19/01/2025 20:00:00 - 19/01/2025 21:00:00","BZN|NL","Without sequence","139.52","",""
"19/01/2025 21:00:00 - 19/01/2025 22:00:00","BZN|NL","Without sequence","131.14","",""
"19/01/2025 22:00:00 - 19/01/2025 23:00:00","BZN|NL","Without sequence","122.99","",""
"19/01/2025 23:00:00 - 20/01/2025 00:00:00","BZN|NL","Without sequence","122.27","",""
"20/01/2025 00:00:00 - 20/01/2025 01:00:00","BZN|NL","Without sequence","119.45","",""
"20/01/2025 01:00:00 - 20/01/2025 02:00:00","BZN|NL","Without sequence","116.56","",""
"20/01/2025 02:00:00 - 20/01/2025 03:00:00","BZN|NL","Without sequence","114.41","",""
"20/01/2025 03:00:00 - 20/01/2025 04:00:00","BZN|NL","Without sequence","115.45","",""
"20/01/2025 04:00:00 - 20/01/2025 05:00:00","BZN|NL","Without sequence","125.82","",""
"20/01/2025 05:00:00 - 20/01/2025 06:00:00","BZN|NL","Without sequence","157.7","",""
"20/01/2025 06:00:00 - 20/01/2025 07:00:00","BZN|NL","Without sequence","260.24","",""
"20/01/2025 07:00:00 - 20/01/2025 08:00:00","BZN|NL","Without sequence","404.11","",""
"20/01/2025 08:00:00 - 20/01/2025 09:00:00","BZN|NL","Without sequence","291.18","",""
"20/01/2025 09:00:00 - 20/01/2025 10:00:00","BZN|NL","Without sequence","236.29","",""
"20/01/2025 10:00:00 - 20/01/2025 11:00:00","BZN|NL","Without sequence","187.69","",""
"20/01/2025 11:00:00 - 20/01/2025 12:00:00","BZN|NL","Without sequence","176.13","",""
"20/01/2025 12:00:00 - 20/01/2025 13:00:00","BZN|NL","Without sequence","171.39","",""
"20/01/2025 13:00:00 - 20/01/2025 14:00:00","BZN|NL","Without sequence","190.3","",""
"20/01/2025 14:00:00 - 20/01/2025 15:00:00","BZN|NL","Without sequence","262.81","",""
"20/01/2025 15:00:00 - 20/01/2025 16:00:00","BZN|NL","Without sequence","370.28","",""
"20/01/2025 16:00:00 - 20/01/2025 17:00:00","BZN|NL","Without sequence","523.47","",""
"20/01/2025 17:00:00 - 20/01/2025 18:00:00","BZN|NL","Without sequence","473.28","",""
"20/01/2025 18:00:00 - 20/01/2025 19:00:00","BZN|NL","Without sequence","295.57","",""
"20/01/2025 19:00:00 - 20/01/2025 20:00:00","BZN|NL","Without sequence","220.0","",""
"20/01/2025 20:00:00 - 20/01/2025 21:00:00","BZN|NL","Without sequence","170.0","",""
"20/01/2025 21:00:00 - 20/01/2025 22:00:00","BZN|NL","Without sequence","152.74","",""
"20/01/2025 22:00:00 - 20/01/2025 23:00:00","BZN|NL","Without sequence","137.74","",""
"20/01/2025 23:00:00 - 21/01/2025 00:00:00","BZN|NL","Without sequence","113.0","",""
"21/01/2025 00:00:00 - 21/01/2025 01:00:00","BZN|NL","Without sequence","106.76","",""
"21/01/2025 01:00:00 - 21/01/2025 02:00:00","BZN|NL","Without sequence","103.8","",""
"21/01/2025 02:00:00 - 21/01/2025 03:00:00","BZN|NL","Without sequence","109.68","",""
"21/01/2025 03:00:00 - 21/01/2025 04:00:00","BZN|NL","Without sequence","113.0","",""
"21/01/2025 04:00:00 - 21/01/2025 05:00:00","BZN|NL","Without sequence","120.73","",""
"21/01/2025 05:00:00 - 21/01/2025 06:00:00","BZN|NL","Without sequence","141.78","",""
"21/01/2025 06:00:00 - 21/01/2025 07:00:00","BZN|NL","Without sequence","166.9","",""
"21/01/2025 07:00:00 - 21/01/2025 08:00:00","BZN|NL","Without sequence","248.32","",""
"21/01/2025 08:00:00 - 21/01/2025 09:00:00","BZN|NL","Without sequence","212.0","",""
"21/01/2025 09:00:00 - 21/01/2025 10:00:00","BZN|NL","Without sequence","198.05","",""
"21/01/2025 10:00:00 - 21/01/2025 11:00:00","BZN|NL","Without sequence","162.0","",""
"21/01/2025 11:00:00 - 21/01/2025 12:00:00","BZN|NL","Without sequence","148.37","",""
"21/01/2025 12:00:00 - 21/01/2025 13:00:00","BZN|NL","Without sequence","143.54","",""
"21/01/2025 13:00:00 - 21/01/2025 14:00:00","BZN|NL","Without sequence","150.48","",""
"21/01/2025 14:00:00 - 21/01/2025 15:00:00","BZN|NL","Without sequence","171.01","",""
"21/01/2025 15:00:00 - 21/01/2025 16:00:00","BZN|NL","Without sequence","202.77","",""
"21/01/2025 16:00:00 - 21/01/2025 17:00:00","BZN|NL","Without sequence","282.52","",""
"21/01/2025 17:00:00 - 21/01/2025 18:00:00","BZN|NL","Without sequence","243.96","",""
"21/01/2025 18:00:00 - 21/01/2025 19:00:00","BZN|NL","Without sequence","199.94","",""
"21/01/2025 19:00:00 - 21/01/2025 20:00:00","BZN|NL","Without sequence","172.16","",""
"21/01/2025 20:00:00 - 21/01/2025 21:00:00","BZN|NL","Without sequence","153.72","",""
"21/01/2025 21:00:00 - 21/01/2025 22:00:00","BZN|NL","Without sequence","138.31","",""
"21/01/2025 22:00:00 - 21/01/2025 23:00:00","BZN|NL","Without sequence","125.4","",""
"21/01/2025 23:00:00 - 22/01/2025 00:00:00","BZN|NL","Without sequence","127.3","",""
"22/01/2025 00:00:00 - 22/01/2025 01:00:00","BZN|NL","Without sequence","123.69","",""
"22/01/2025 01:00:00 - 22/01/2025 02:00:00","BZN|NL","Without sequence","117.43","",""
"22/01/2025 02:00:00 - 22/01/2025 03:00:00","BZN|NL","Without sequence","114.12","",""
"22/01/2025 03:00:00 - 22/01/2025 04:00:00","BZN|NL","Without sequence","114.62","",""
"22/01/2025 04:00:00 - 22/01/2025 05:00:00","BZN|NL","Without sequence","125.03","",""
"22/01/2025 05:00:00 - 22/01/2025 06:00:00","BZN|NL","Without sequence","145.0","",""
"22/01/2025 06:00:00 - 22/01/2025 07:00:00","BZN|NL","Without sequence","195.47","",""
"22/01/2025 07:00:00 - 22/01/2025 08:00:00","BZN|NL","Without sequence","231.36","",""
"22/01/2025 08:00:00 - 22/01/2025 09:00:00","BZN|NL","Without sequence","199.41","",""
"22/01/2025 09:00:00 - 22/01/2025 10:00:00","BZN|NL","Without sequence","179.06","",""
"22/01/2025 10:00:00 - 22/01/2025 11:00:00","BZN|NL","Without sequence","172.94","",""
"22/01/2025 11:00:00 - 22/01/2025 12:00:00","BZN|NL","Without sequence","165.0","",""
"22/01/2025 12:00:00 - 22/01/2025 13:00:00","BZN|NL","Without sequence","170.0","",""
"22/01/2025 13:00:00 - 22/01/2025 14:00:00","BZN|NL","Without sequence","179.4","",""
"22/01/2025 14:00:00 - 22/01/2025 15:00:00","BZN|NL","Without sequence","193.68","",""
"22/01/2025 15:00:00 - 22/01/2025 16:00:00","BZN|NL","Without sequence","193.01","",""
