"MTU (UTC)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (UTC)","Intraday Price (EUR/MWh)"
"31/03/2025 22:00:00 - 31/03/2025 23:00:00","BZN|NL","Without sequence","100.36","",""
"31/03/2025 23:00:00 - 01/04/2025 00:00:00","BZN|NL","Without sequence","93.07","",""
"01/04/2025 00:00:00 - 01/04/2025 01:00:00","BZN|NL","Without sequence","90.84","",""
"01/04/2025 01:00:00 - 01/04/2025 02:00:00","BZN|NL","Without sequence","90.5","",""
"01/04/2025 02:00:00 - 01/04/2025 03:00:00","BZN|NL","Without sequence","88.71","",""
"01/04/2025 03:00:00 - 01/04/2025 04:00:00","BZN|NL","Without sequence","97.55","",""
"01/04/2025 04:00:00 - 01/04/2025 05:00:00","BZN|NL","Without sequence","121.83","",""
"01/04/2025 05:00:00 - 01/04/2025 06:00:00","BZN|NL","Without sequence","175.74","",""
"01/04/2025 06:00:00 - 01/04/2025 07:00:00","BZN|NL","Without sequence","159.37","",""
"01/04/2025 07:00:00 - 01/04/2025 08:00:00","BZN|NL","Without sequence","106.42","",""
"01/04/2025 08:00:00 - 01/04/2025 09:00:00","BZN|NL","Without sequence","77.5","",""
"01/04/2025 09:00:00 - 01/04/2025 10:00:00","BZN|NL","Without sequence","52.72","",""
"01/04/2025 10:00:00 - 01/04/2025 11:00:00","BZN|NL","Without sequence","10.0","",""
"01/04/2025 11:00:00 - 01/04/2025 12:00:00","BZN|NL","Without sequence","-20.0","",""
"01/04/2025 12:00:00 - 01/04/2025 13:00:00","BZN|NL","Without sequence","-30.0","",""
"01/04/2025 13:00:00 - 01/04/2025 14:00:00","BZN|NL","Without sequence","-3.0","",""
"01/04/2025 14:00:00 - 01/04/2025 15:00:00","BZN|NL","Without sequence","41.1","",""
"01/04/2025 15:00:00 - 01/04/2025 16:00:00","BZN|NL","Without sequence","68.67","",""
"01/04/2025 16:00:00 - 01/04/2025 17:00:00","BZN|NL","Without sequence","105.78","",""
"01/04/2025 17:00:00 - 01/04/2025 18:00:00","BZN|NL","Without sequence","139.72","",""
"01/04/2025 18:00:00 - 01/04/2025 19:00:00","BZN|NL","Without sequence","131.18","",""
"01/04/2025 19:00:00 - 01/04/2025 20:00:00","BZN|NL","Without sequence","104.26","",""
"01/04/2025 20:00:00 - 01/04/2025 21:00:00","BZN|NL","Without sequence","92.67","",""
"01/04/2025 21:00:00 - 01/04/2025 22:00:00","BZN|NL","Without sequence","77.65","",""
"01/04/2025 22:00:00 - 01/04/2025 23:00:00","BZN|NL","Without sequence","65.63","",""
"01/04/2025 23:00:00 - 02/04/2025 00:00:00","BZN|NL","Without sequence","63.04","",""
"02/04/2025 00:00:00 - 02/04/2025 01:00:00","BZN|NL","Without sequence","62.75","",""
"02/04/2025 01:00:00 - 02/04/2025 02:00:00","BZN|NL","Without sequence","63.52","",""
"02/04/2025 02:00:00 - 02/04/2025 03:00:00","BZN|NL","Without sequence","64.13","",""
"02/04/2025 03:00:00 - 02/04/2025 04:00:00","BZN|NL","Without sequence","77.41","",""
"02/04/2025 04:00:00 - 02/04/2025 05:00:00","BZN|NL","Without sequence","107.62","",""
"02/04/2025 05:00:00 - 02/04/2025 06:00:00","BZN|NL","Without sequence","145.0","",""
"02/04/2025 06:00:00 - 02/04/2025 07:00:00","BZN|NL","Without sequence","122.96","",""
"02/04/2025 07:00:00 - 02/04/2025 08:00:00","BZN|NL","Without sequence","79.7","",""
"02/04/2025 08:00:00 - 02/04/2025 09:00:00","BZN|NL","Without sequence","41.35","",""
"02/04/2025 09:00:00 - 02/04/2025 10:00:00","BZN|NL","Without sequence","-9.9","",""
"02/04/2025 10:00:00 - 02/04/2025 11:00:00","BZN|NL","Without sequence","-30.0","",""
"02/04/2025 11:00:00 - 02/04/2025 12:00:00","BZN|NL","Without sequence","-50.0","",""
"02/04/2025 12:00:00 - 02/04/2025 13:00:00","BZN|NL","Without sequence","-54.0","",""
"02/04/2025 13:00:00 - 02/04/2025 14:00:00","BZN|NL","Without sequence","-48.01","",""
"02/04/2025 14:00:00 - 02/04/2025 15:00:00","BZN|NL","Without sequence","-25.37","",""
"02/04/2025 15:00:00 - 02/04/2025 16:00:00","BZN|NL","Without sequence","-0.01","",""
"02/04/2025 16:00:00 - 02/04/2025 17:00:00","BZN|NL","Without sequence","76.58","",""
"02/04/2025 17:00:00 - 02/04/2025 18:00:00","BZN|NL","Without sequence","114.0","",""
"02/04/2025 18:00:00 - 02/04/2025 19:00:00","BZN|NL","Without sequence","114.0","",""
"02/04/2025 19:00:00 - 02/04/2025 20:00:00","BZN|NL","Without sequence","96.07","",""
"02/04/2025 20:00:00 - 02/04/2025 21:00:00","BZN|NL","Without sequence","82.63","",""
"02/04/2025 21:00:00 - 02/04/2025 22:00:00","BZN|NL","Without sequence","71.43","",""
"02/04/2025 22:00:00 - 02/04/2025 23:00:00","BZN|NL","Without sequence","62.83","",""
"02/04/2025 23:00:00 - 03/04/2025 00:00:00","BZN|NL","Without sequence","59.2","",""
"03/04/2025 00:00:00 - 03/04/2025 01:00:00","BZN|NL","Without sequence","58.7","",""
"03/04/2025 01:00:00 - 03/04/2025 02:00:00","BZN|NL","Without sequence","59.49","",""
"03/04/2025 02:00:00 - 03/04/2025 03:00:00","BZN|NL","Without sequence","61.36","",""
"03/04/2025 03:00:00 - 03/04/2025 04:00:00","BZN|NL","Without sequence","75.0","",""
"03/04/2025 04:00:00 - 03/04/2025 05:00:00","BZN|NL","Without sequence","118.9","",""
"03/04/2025 05:00:00 - 03/04/2025 06:00:00","BZN|NL","Without sequence","153.81","",""
"03/04/2025 06:00:00 - 03/04/2025 07:00:00","BZN|NL","Without sequence","133.3","",""
"03/04/2025 07:00:00 - 03/04/2025 08:00:00","BZN|NL","Without sequence","79.11","",""
"03/04/2025 08:00:00 - 03/04/2025 09:00:00","BZN|NL","Without sequence","37.37","",""
"03/04/2025 09:00:00 - 03/04/2025 10:00:00","BZN|NL","Without sequence","-0.16","",""
"03/04/2025 10:00:00 - 03/04/2025 11:00:00","BZN|NL","Without sequence","-2.0","",""
"03/04/2025 11:00:00 - 03/04/2025 12:00:00","BZN|NL","Without sequence","-14.6","",""
"03/04/2025 12:00:00 - 03/04/2025 13:00:00","BZN|NL","Without sequence","-9.82","",""
"03/04/2025 13:00:00 - 03/04/2025 14:00:00","BZN|NL","Without sequence","-1.59","",""
"03/04/2025 14:00:00 - 03/04/2025 15:00:00","BZN|NL","Without sequence","0.08","",""
"03/04/2025 15:00:00 - 03/04/2025 16:00:00","BZN|NL","Without sequence","68.83","",""
"03/04/2025 16:00:00 - 03/04/2025 17:00:00","BZN|NL","Without sequence","130.36","",""
"03/04/2025 17:00:00 - 03/04/2025 18:00:00","BZN|NL","Without sequence","160.91","",""
"03/04/2025 18:00:00 - 03/04/2025 19:00:00","BZN|NL","Without sequence","153.31","",""
"03/04/2025 19:00:00 - 03/04/2025 20:00:00","BZN|NL","Without sequence","131.47","",""
"03/04/2025 20:00:00 - 03/04/2025 21:00:00","BZN|NL","Without sequence","111.37","",""
"03/04/2025 21:00:00 - 03/04/2025 22:00:00","BZN|NL","Without sequence","102.68","",""
"03/04/2025 22:00:00 - 03/04/2025 23:00:00","BZN|NL","Without sequence","104.97","",""
"03/04/2025 23:00:00 - 04/04/2025 00:00:00","BZN|NL","Without sequence","98.88","",""
"04/04/2025 00:00:00 - 04/04/2025 01:00:00","BZN|NL","Without sequence","98.87","",""
"04/04/2025 01:00:00 - 04/04/2025 02:00:00","BZN|NL","Without sequence","98.95","",""
"04/04/2025 02:00:00 - 04/04/2025 03:00:00","BZN|NL","Without sequence","100.3","",""
"04/04/2025 03:00:00 - 04/04/2025 04:00:00","BZN|NL","Without sequence","105.37","",""
"04/04/2025 04:00:00 - 04/04/2025 05:00:00","BZN|NL","Without sequence","135.16","",""
"04/04/2025 05:00:00 - 04/04/2025 06:00:00","BZN|NL","Without sequence","166.83","",""
"04/04/2025 06:00:00 - 04/04/2025 07:00:00","BZN|NL","Without sequence","136.73","",""
"04/04/2025 07:00:00 - 04/04/2025 08:00:00","BZN|NL","Without sequence","94.48","",""
"04/04/2025 08:00:00 - 04/04/2025 09:00:00","BZN|NL","Without sequence","60.91","",""
"04/04/2025 09:00:00 - 04/04/2025 10:00:00","BZN|NL","Without sequence","7.82","",""
"04/04/2025 10:00:00 - 04/04/2025 11:00:00","BZN|NL","Without sequence","0.0","",""
"04/04/2025 11:00:00 - 04/04/2025 12:00:00","BZN|NL","Without sequence","-2.27","",""
"04/04/2025 12:00:00 - 04/04/2025 13:00:00","BZN|NL","Without sequence","-2.14","",""
"04/04/2025 13:00:00 - 04/04/2025 14:00:00","BZN|NL","Without sequence","-0.11","",""
"04/04/2025 14:00:00 - 04/04/2025 15:00:00","BZN|NL","Without sequence","24.78","",""
"04/04/2025 15:00:00 - 04/04/2025 16:00:00","BZN|NL","Without sequence","70.73","",""
"04/04/2025 16:00:00 - 04/04/2025 17:00:00","BZN|NL","Without sequence","111.03","",""
"04/04/2025 17:00:00 - 04/04/2025 18:00:00","BZN|NL","Without sequence","132.99","",""
"04/04/2025 18:00:00 - 04/04/2025 19:00:00","BZN|NL","Without sequence","140.06","",""
"04/04/2025 19:00:00 - 04/04/2025 20:00:00","BZN|NL","Without sequence","109.0","",""
"04/04/2025 20:00:00 - 04/04/2025 21:00:00","BZN|NL","Without sequence","98.1","",""
"04/04/2025 21:00:00 - 04/04/2025 22:00:00","BZN|NL","Without sequence","91.06","",""
"04/04/2025 22:00:00 - 04/04/2025 23:00:00","BZN|NL","Without sequence","98.8","",""
"04/04/2025 23:00:00 - 05/04/2025 00:00:00","BZN|NL","Without sequence","94.27","",""
"05/04/2025 00:00:00 - 05/04/2025 01:00:00","BZN|NL","Without sequence","92.43","",""
"05/04/2025 01:00:00 - 05/04/2025 02:00:00","BZN|NL","Without sequence","92.15","",""
"05/04/2025 02:00:00 - 05/04/2025 03:00:00","BZN|NL","Without sequence","90.38","",""
"05/04/2025 03:00:00 - 05/04/2025 04:00:00","BZN|NL","Without sequence","89.31","",""
"05/04/2025 04:00:00 - 05/04/2025 05:00:00","BZN|NL","Without sequence","92.49","",""
"05/04/2025 05:00:00 - 05/04/2025 06:00:00","BZN|NL","Without sequence","98.6","",""
"05/04/2025 06:00:00 - 05/04/2025 07:00:00","BZN|NL","Without sequence","93.75","",""
"05/04/2025 07:00:00 - 05/04/2025 08:00:00","BZN|NL","Without sequence","55.85","",""
"05/04/2025 08:00:00 - 05/04/2025 09:00:00","BZN|NL","Without sequence","0.66","",""
"05/04/2025 09:00:00 - 05/04/2025 10:00:00","BZN|NL","Without sequence","-2.0","",""
"05/04/2025 10:00:00 - 05/04/2025 11:00:00","BZN|NL","Without sequence","-60.0","",""
"05/04/2025 11:00:00 - 05/04/2025 12:00:00","BZN|NL","Without sequence","-54.71","",""
"05/04/2025 12:00:00 - 05/04/2025 13:00:00","BZN|NL","Without sequence","-52.88","",""
"05/04/2025 13:00:00 - 05/04/2025 14:00:00","BZN|NL","Without sequence","-29.9","",""
"05/04/2025 14:00:00 - 05/04/2025 15:00:00","BZN|NL","Without sequence","-4.23","",""
"05/04/2025 15:00:00 - 05/04/2025 16:00:00","BZN|NL","Without sequence","0.27","",""
"05/04/2025 16:00:00 - 05/04/2025 17:00:00","BZN|NL","Without sequence","64.51","",""
"05/04/2025 17:00:00 - 05/04/2025 18:00:00","BZN|NL","Without sequence","98.3","",""
"05/04/2025 18:00:00 - 05/04/2025 19:00:00","BZN|NL","Without sequence","100.0","",""
"05/04/2025 19:00:00 - 05/04/2025 20:00:00","BZN|NL","Without sequence","84.36","",""
"05/04/2025 20:00:00 - 05/04/2025 21:00:00","BZN|NL","Without sequence","78.99","",""
"05/04/2025 21:00:00 - 05/04/2025 22:00:00","BZN|NL","Without sequence","68.75","",""
"05/04/2025 22:00:00 - 05/04/2025 23:00:00","BZN|NL","Without sequence","70.45","",""
"05/04/2025 23:00:00 - 06/04/2025 00:00:00","BZN|NL","Without sequence","61.0","",""
"06/04/2025 00:00:00 - 06/04/2025 01:00:00","BZN|NL","Without sequence","60.22","",""
"06/04/2025 01:00:00 - 06/04/2025 02:00:00","BZN|NL","Without sequence","64.53","",""
"06/04/2025 02:00:00 - 06/04/2025 03:00:00","BZN|NL","Without sequence","65.91","",""
"06/04/2025 03:00:00 - 06/04/2025 04:00:00","BZN|NL","Without sequence","72.78","",""
"06/04/2025 04:00:00 - 06/04/2025 05:00:00","BZN|NL","Without sequence","73.39","",""
"06/04/2025 05:00:00 - 06/04/2025 06:00:00","BZN|NL","Without sequence","75.0","",""
"06/04/2025 06:00:00 - 06/04/2025 07:00:00","BZN|NL","Without sequence","40.52","",""
"06/04/2025 07:00:00 - 06/04/2025 08:00:00","BZN|NL","Without sequence","0.1","",""
"06/04/2025 08:00:00 - 06/04/2025 09:00:00","BZN|NL","Without sequence","-2.0","",""
"06/04/2025 09:00:00 - 06/04/2025 10:00:00","BZN|NL","Without sequence","-27.54","",""
"06/04/2025 10:00:00 - 06/04/2025 11:00:00","BZN|NL","Without sequence","-60.0","",""
"06/04/2025 11:00:00 - 06/04/2025 12:00:00","BZN|NL","Without sequence","-106.24","",""
"06/04/2025 12:00:00 - 06/04/2025 13:00:00","BZN|NL","Without sequence","-114.54","",""
"06/04/2025 13:00:00 - 06/04/2025 14:00:00","BZN|NL","Without sequence","-69.88","",""
"06/04/2025 14:00:00 - 06/04/2025 15:00:00","BZN|NL","Without sequence","-18.94","",""
"06/04/2025 15:00:00 - 06/04/2025 16:00:00","BZN|NL","Without sequence","1.62","",""
"06/04/2025 16:00:00 - 06/04/2025 17:00:00","BZN|NL","Without sequence","96.58","",""
"06/04/2025 17:00:00 - 06/04/2025 18:00:00","BZN|NL","Without sequence","120.25","",""
"06/04/2025 18:00:00 - 06/04/2025 19:00:00","BZN|NL","Without sequence","128.01","",""
"06/04/2025 19:00:00 - 06/04/2025 20:00:00","BZN|NL","Without sequence","117.15","",""
"06/04/2025 20:00:00 - 06/04/2025 21:00:00","BZN|NL","Without sequence","108.19","",""
"06/04/2025 21:00:00 - 06/04/2025 22:00:00","BZN|NL","Without sequence","97.38","",""
"06/04/2025 22:00:00 - 06/04/2025 23:00:00","BZN|NL","Without sequence","83.64","",""
"06/04/2025 23:00:00 - 07/04/2025 00:00:00","BZN|NL","Without sequence","81.66","",""
"07/04/2025 00:00:00 - 07/04/2025 01:00:00","BZN|NL","Without sequence","78.69","",""
"07/04/2025 01:00:00 - 07/04/2025 02:00:00","BZN|NL","Without sequence","79.97","",""
"07/04/2025 02:00:00 - 07/04/2025 03:00:00","BZN|NL","Without sequence","82.8","",""
"07/04/2025 03:00:00 - 07/04/2025 04:00:00","BZN|NL","Without sequence","93.45","",""
"07/04/2025 04:00:00 - 07/04/2025 05:00:00","BZN|NL","Without sequence","124.04","",""
"07/04/2025 05:00:00 - 07/04/2025 06:00:00","BZN|NL","Without sequence","179.14","",""
"07/04/2025 06:00:00 - 07/04/2025 07:00:00","BZN|NL","Without sequence","144.61","",""
"07/04/2025 07:00:00 - 07/04/2025 08:00:00","BZN|NL","Without sequence","105.1","",""
"07/04/2025 08:00:00 - 07/04/2025 09:00:00","BZN|NL","Without sequence","79.03","",""
"07/04/2025 09:00:00 - 07/04/2025 10:00:00","BZN|NL","Without sequence","60.85","",""
"07/04/2025 10:00:00 - 07/04/2025 11:00:00","BZN|NL","Without sequence","11.8","",""
"07/04/2025 11:00:00 - 07/04/2025 12:00:00","BZN|NL","Without sequence","2.19","",""
"07/04/2025 12:00:00 - 07/04/2025 13:00:00","BZN|NL","Without sequence","2.2","",""
"07/04/2025 13:00:00 - 07/04/2025 14:00:00","BZN|NL","Without sequence","54.53","",""
"07/04/2025 14:00:00 - 07/04/2025 15:00:00","BZN|NL","Without sequence","62.61","",""
"07/04/2025 15:00:00 - 07/04/2025 16:00:00","BZN|NL","Without sequence","92.54","",""
"07/04/2025 16:00:00 - 07/04/2025 17:00:00","BZN|NL","Without sequence","115.74","",""
"07/04/2025 17:00:00 - 07/04/2025 18:00:00","BZN|NL","Without sequence","151.0","",""
"07/04/2025 18:00:00 - 07/04/2025 19:00:00","BZN|NL","Without sequence","152.26","",""
"07/04/2025 19:00:00 - 07/04/2025 20:00:00","BZN|NL","Without sequence","137.97","",""
"07/04/2025 20:00:00 - 07/04/2025 21:00:00","BZN|NL","Without sequence","107.5","",""
"07/04/2025 21:00:00 - 07/04/2025 22:00:00","BZN|NL","Without sequence","104.45","",""
"07/04/2025 22:00:00 - 07/04/2025 23:00:00","BZN|NL","Without sequence","81.78","",""
"07/04/2025 23:00:00 - 08/04/2025 00:00:00","BZN|NL","Without sequence","84.14","",""
"08/04/2025 00:00:00 - 08/04/2025 01:00:00","BZN|NL","Without sequence","80.42","",""
"08/04/2025 01:00:00 - 08/04/2025 02:00:00","BZN|NL","Without sequence","79.53","",""
"08/04/2025 02:00:00 - 08/04/2025 03:00:00","BZN|NL","Without sequence","84.11","",""
"08/04/2025 03:00:00 - 08/04/2025 04:00:00","BZN|NL","Without sequence","91.6","",""
"08/04/2025 04:00:00 - 08/04/2025 05:00:00","BZN|NL","Without sequence","132.0","",""
"08/04/2025 05:00:00 - 08/04/2025 06:00:00","BZN|NL","Without sequence","165.3","",""
"08/04/2025 06:00:00 - 08/04/2025 07:00:00","BZN|NL","Without sequence","136.77","",""
"08/04/2025 07:00:00 - 08/04/2025 08:00:00","BZN|NL","Without sequence","91.26","",""
"08/04/2025 08:00:00 - 08/04/2025 09:00:00","BZN|NL","Without sequence","72.12","",""
"08/04/2025 09:00:00 - 08/04/2025 10:00:00","BZN|NL","Without sequence","52.78","",""
"08/04/2025 10:00:00 - 08/04/2025 11:00:00","BZN|NL","Without sequence","18.36","",""
"08/04/2025 11:00:00 - 08/04/2025 12:00:00","BZN|NL","Without sequence","14.12","",""
"08/04/2025 12:00:00 - 08/04/2025 13:00:00","BZN|NL","Without sequence","22.67","",""
"08/04/2025 13:00:00 - 08/04/2025 14:00:00","BZN|NL","Without sequence","45.94","",""
"08/04/2025 14:00:00 - 08/04/2025 15:00:00","BZN|NL","Without sequence","63.05","",""
"08/04/2025 15:00:00 - 08/04/2025 16:00:00","BZN|NL","Without sequence","81.55","",""
"08/04/2025 16:00:00 - 08/04/2025 17:00:00","BZN|NL","Without sequence","109.01","",""
"08/04/2025 17:00:00 - 08/04/2025 18:00:00","BZN|NL","Without sequence","135.71","",""
"08/04/2025 18:00:00 - 08/04/2025 19:00:00","BZN|NL","Without sequence","167.37","",""
"08/04/2025 19:00:00 - 08/04/2025 20:00:00","BZN|NL","Without sequence","137.58","",""
"08/04/2025 20:00:00 - 08/04/2025 21:00:00","BZN|NL","Without sequence","115.35","",""
"08/04/2025 21:00:00 - 08/04/2025 22:00:00","BZN|NL","Without sequence","97.2","",""
"08/04/2025 22:00:00 - 08/04/2025 23:00:00","BZN|NL","Without sequence","95.0","",""
"08/04/2025 23:00:00 - 09/04/2025 00:00:00","BZN|NL","Without sequence","85.0","",""
"09/04/2025 00:00:00 - 09/04/2025 01:00:00","BZN|NL","Without sequence","85.6","",""
"09/04/2025 01:00:00 - 09/04/2025 02:00:00","BZN|NL","Without sequence","84.15","",""
"09/04/2025 02:00:00 - 09/04/2025 03:00:00","BZN|NL","Without sequence","86.45","",""
"09/04/2025 03:00:00 - 09/04/2025 04:00:00","BZN|NL","Without sequence","95.64","",""
"09/04/2025 04:00:00 - 09/04/2025 05:00:00","BZN|NL","Without sequence","123.4","",""
"09/04/2025 05:00:00 - 09/04/2025 06:00:00","BZN|NL","Without sequence","153.41","",""
"09/04/2025 06:00:00 - 09/04/2025 07:00:00","BZN|NL","Without sequence","128.06","",""
"09/04/2025 07:00:00 - 09/04/2025 08:00:00","BZN|NL","Without sequence","95.0","",""
"09/04/2025 08:00:00 - 09/04/2025 09:00:00","BZN|NL","Without sequence","77.39","",""
"09/04/2025 09:00:00 - 09/04/2025 10:00:00","BZN|NL","Without sequence","50.59","",""
"09/04/2025 10:00:00 - 09/04/2025 11:00:00","BZN|NL","Without sequence","11.3","",""
"09/04/2025 11:00:00 - 09/04/2025 12:00:00","BZN|NL","Without sequence","0.0","",""
"09/04/2025 12:00:00 - 09/04/2025 13:00:00","BZN|NL","Without sequence","-1.59","",""
"09/04/2025 13:00:00 - 09/04/2025 14:00:00","BZN|NL","Without sequence","15.0","",""
"09/04/2025 14:00:00 - 09/04/2025 15:00:00","BZN|NL","Without sequence","45.79","",""
"09/04/2025 15:00:00 - 09/04/2025 16:00:00","BZN|NL","Without sequence","70.92","",""
"09/04/2025 16:00:00 - 09/04/2025 17:00:00","BZN|NL","Without sequence","93.51","",""
"09/04/2025 17:00:00 - 09/04/2025 18:00:00","BZN|NL","Without sequence","118.89","",""
"09/04/2025 18:00:00 - 09/04/2025 19:00:00","BZN|NL","Without sequence","129.19","",""
"09/04/2025 19:00:00 - 09/04/2025 20:00:00","BZN|NL","Without sequence","104.17","",""
"09/04/2025 20:00:00 - 09/04/2025 21:00:00","BZN|NL","Without sequence","94.8","",""
"09/04/2025 21:00:00 - 09/04/2025 22:00:00","BZN|NL","Without sequence","89.51","",""
"09/04/2025 22:00:00 - 09/04/2025 23:00:00","BZN|NL","Without sequence","85.0","",""
"09/04/2025 23:00:00 - 10/04/2025 00:00:00","BZN|NL","Without sequence","83.95","",""
"10/04/2025 00:00:00 - 10/04/2025 01:00:00","BZN|NL","Without sequence","83.95","",""
"10/04/2025 01:00:00 - 10/04/2025 02:00:00","BZN|NL","Without sequence","82.64","",""
"10/04/2025 02:00:00 - 10/04/2025 03:00:00","BZN|NL","Without sequence","82.24","",""
"10/04/2025 03:00:00 - 10/04/2025 04:00:00","BZN|NL","Without sequence","87.82","",""
"10/04/2025 04:00:00 - 10/04/2025 05:00:00","BZN|NL","Without sequence","115.69","",""
"10/04/2025 05:00:00 - 10/04/2025 06:00:00","BZN|NL","Without sequence","149.04","",""
"10/04/2025 06:00:00 - 10/04/2025 07:00:00","BZN|NL","Without sequence","130.59","",""
"10/04/2025 07:00:00 - 10/04/2025 08:00:00","BZN|NL","Without sequence","99.43","",""
"10/04/2025 08:00:00 - 10/04/2025 09:00:00","BZN|NL","Without sequence","85.71","",""
"10/04/2025 09:00:00 - 10/04/2025 10:00:00","BZN|NL","Without sequence","62.59","",""
"10/04/2025 10:00:00 - 10/04/2025 11:00:00","BZN|NL","Without sequence","27.02","",""
"10/04/2025 11:00:00 - 10/04/2025 12:00:00","BZN|NL","Without sequence","1.67","",""
"10/04/2025 12:00:00 - 10/04/2025 13:00:00","BZN|NL","Without sequence","0.06","",""
"10/04/2025 13:00:00 - 10/04/2025 14:00:00","BZN|NL","Without sequence","1.0","",""
"10/04/2025 14:00:00 - 10/04/2025 15:00:00","BZN|NL","Without sequence","44.83","",""
"10/04/2025 15:00:00 - 10/04/2025 16:00:00","BZN|NL","Without sequence","64.89","",""
"10/04/2025 16:00:00 - 10/04/2025 17:00:00","BZN|NL","Without sequence","92.13","",""
"10/04/2025 17:00:00 - 10/04/2025 18:00:00","BZN|NL","Without sequence","132.0","",""
"10/04/2025 18:00:00 - 10/04/2025 19:00:00","BZN|NL","Without sequence","132.31","",""
"10/04/2025 19:00:00 - 10/04/2025 20:00:00","BZN|NL","Without sequence","94.7","",""
"10/04/2025 20:00:00 - 10/04/2025 21:00:00","BZN|NL","Without sequence","88.45","",""
"10/04/2025 21:00:00 - 10/04/2025 22:00:00","BZN|NL","Without sequence","87.13","",""
