validto,capacity_0,volume_0,capacity_1,production_wind,capacity_2,production_solar,capacity_4,production_heatpump,capacity_8,production_cofiring,capacity_9,production_geothermal,capacity_10,production_other,capacity_11,production_waste,capacity_12,production_biooil,capacity_13,production_biomass,capacity_14,production_wood,capacity_18,production_fossilgaspower,capacity_19,production_fossilhardcoal
2025-01-05 09:00:00+00:00,16179069,16179069,4513890,4513890,148859,148859,2982869,2982869,598883,598883,240372,240372,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1805877,1805877,1401000,1401000,765021,765021
2025-01-05 10:00:00+00:00,16169991,16169991,4595959,4595959,664545,664545,2787890,2787890,598871,598871,240372,240372,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1643235,1643235,1471000,1471000,786083,786083
2025-01-05 11:00:00+00:00,16470508,16470508,4598546,4598546,917174,917174,2463149,2463149,598860,598860,240378,240378,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1438137,1438137,1586500,1586500,787995,787995
2025-01-05 12:00:00+00:00,15943038,15943038,4581535,4581535,928801,928801,2089613,2089613,598849,598849,240378,240378,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1242774,1242774,1775750,1775750,802355,802355
2025-01-05 13:00:00+00:00,14840990,14840990,4156812,4156812,853547,853547,1695261,1695261,598837,598837,240380,240380,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1038677,1038677,1269500,1269500,685381,685381
2025-01-05 14:00:00+00:00,14358706,14358706,4104715,4104715,713950,713950,1481538,1481538,598826,598826,240384,240384,10002,10002,579000,579000,841998,841998,595002.0,595002.0,875256,875256,1145000,1145000,647283,647283
2025-01-05 15:00:00+00:00,13910665,13910665,4058809,4058809,449055,449055,1381981,1381981,598815,598815,240384,240384,10002,10002,579000,579000,841998,841998,595002.0,595002.0,825468,825468,1107750,1107750,696294,696294
2025-01-05 16:00:00+00:00,13566084,13566084,4027458,4027458,101581,101581,1447814,1447814,598803,598803,240389,240389,10002,10002,579000,579000,841998,841998,595002.0,595002.0,810426,810426,1233000,1233000,681742,681742
2025-01-05 17:00:00+00:00,13792046,13792046,4438989,4438989,0,0,1378827,1378827,598791,598791,240390,240390,10002,10002,579000,579000,841998,841998,595002.0,595002.0,803578,803578,1129500,1129500,551942,551942
2025-01-05 18:00:00+00:00,13956959,13956959,4807524,4807524,0,0,1284345,1284345,598781,598781,240390,240390,10002,10002,579000,579000,841998,841998,595002.0,595002.0,747782,747782,1099500,1099500,482255,482255
2025-01-05 19:00:00+00:00,13850791,13850791,5003044,5003044,0,0,1236873,1236873,598769,598769,240394,240394,10002,10002,579000,579000,841998,841998,595002.0,595002.0,645054,645054,985000,985000,482829,482829
2025-01-05 20:00:00+00:00,13861116,13861116,5363208,5363208,0,0,1150297,1150297,598757,598757,240396,240396,10002,10002,579000,579000,841998,841998,595002.0,595002.0,544235,544235,848750,848750,477851,477851
2025-01-05 21:00:00+00:00,14270499,14270499,5946143,5946143,0,0,1004612,1004612,598747,598747,240397,240397,10002,10002,579000,579000,841998,841998,595002.0,595002.0,469429,469429,810250,810250,397444,397444
2025-01-05 22:00:00+00:00,14627020,14627020,6258428,6258428,0,0,938924,938924,598735,598735,240402,240402,10002,10002,579000,579000,841998,841998,595002.0,595002.0,406434,406434,804250,804250,413142,413142
2025-01-05 23:00:00+00:00,14725265,14725265,6327987,6327987,0,0,978554,978554,598723,598723,240402,240402,10002,10002,579000,579000,841998,841998,595002.0,595002.0,367487,367487,826000,826000,410271,410271
2025-01-06 00:00:00+00:00,14889851,14889851,6346329,6346329,0,0,1198010,1198010,598713,598713,240408,240408,10002,10002,579000,579000,841998,841998,595002.0,595002.0,348153,348153,726250,726250,369302,369302
2025-01-06 01:00:00+00:00,15144008,15144008,6349757,6349757,0,0,1445819,1445819,598701,598701,240408,240408,10002,10002,579000,579000,841998,841998,595002.0,595002.0,322728,322728,723250,723250,374279,374279
2025-01-06 02:00:00+00:00,15289574,15289574,6365786,6365786,0,0,1577074,1577074,598689,598689,240410,240410,10002,10002,579000,579000,841998,841998,595002.0,595002.0,318742,318742,748000,748000,373131,373131
2025-01-06 03:00:00+00:00,15229782,15229782,6358798,6358798,0,0,1551881,1551881,598678,598678,240414,240414,10002,10002,579000,579000,841998,841998,595002.0,595002.0,314918,314918,751500,751500,372364,372364
2025-01-06 04:00:00+00:00,15243140,15243140,6348957,6348957,0,0,1568789,1568789,598667,598667,240414,240414,10002,10002,579000,579000,841998,841998,595002.0,595002.0,326707,326707,752000,752000,370067,370067
2025-01-06 05:00:00+00:00,15414943,15414943,6405595,6405595,0,0,1627872,1627872,598655,598655,240418,240418,10002,10002,579000,579000,841998,841998,595002.0,595002.0,374127,374127,756250,756250,370833,370833
2025-01-06 06:00:00+00:00,15753181,15753181,6445041,6445041,0,0,1788942,1788942,598644,598644,240420,240420,10002,10002,579000,579000,841998,841998,595002.0,595002.0,477027,477027,734750,734750,371981,371981
2025-01-06 07:00:00+00:00,16363667,16363667,6456073,6456073,0,0,2211917,2211917,598633,598633,240420,240420,10002,10002,579000,579000,841998,841998,595002.0,595002.0,596681,596681,886250,886250,377150,377150
2025-01-06 08:00:00+00:00,16892380,16892380,6475489,6475489,1555,1555,2641952,2641952,598621,598621,240426,240426,10002,10002,579000,579000,841998,841998,595002.0,595002.0,638327,638327,1077750,1077750,460813,460813
2025-01-06 09:00:00+00:00,17322129,17322129,6498396,6498396,236002,236002,2852262,2852262,598610,598610,240426,240426,10002,10002,579000,579000,841998,841998,595002.0,595002.0,612815,612815,1071500,1071500,524373,524373
2025-01-06 10:00:00+00:00,18086942,18086942,6524789,6524789,975612,975612,2966444,2966444,598599,598599,240429,240429,10002,10002,579000,579000,841998,841998,595002.0,595002.0,564532,564532,897000,897000,584296,584296
2025-01-06 11:00:00+00:00,19027957,19027957,6546048,6546048,1871497,1871497,2994642,2994642,598587,598587,240430,240430,10002,10002,578997,578997,841998,841998,594999.0,594999.0,484733,484733,921500,921500,566108,566108
2025-01-06 12:00:00+00:00,19267759,19267759,6547623,6547623,2530050,2530050,2697056,2697056,598575,598575,240363,240363,10002,10002,578892,578892,841998,841998,594888.0,594888.0,434161,434161,914000,914000,581041,581041
2025-01-06 13:00:00+00:00,17865567,17865567,6433046,6433046,1717381,1717381,2360900,2360900,598565,598565,240280,240280,10002,10002,578755,578755,841998,841998,594748.0,594748.0,422155,422155,921000,921000,665469,665469
2025-01-06 14:00:00+00:00,15283735,15283735,5001074,5001074,1260507,1260507,1788452,1788452,598553,598553,240130,240130,10002,10002,578517,578517,841998,841998,594504.0,594504.0,490881,490881,1019000,1019000,625074,625074
2025-01-06 15:00:00+00:00,13258008,13258008,3691470,3691470,990392,990392,1055158,1055158,598541,598541,240009,240009,10002,10002,578326,578326,841998,841998,594306.0,594306.0,656446,656446,1163000,1163000,664513,664513
2025-01-06 16:00:00+00:00,13202756,13202756,4437669,4437669,243732,243732,879578,879578,598531,598531,239929,239929,10002,10002,578198,578198,841998,841998,594177.0,594177.0,890598,890598,1110250,1110250,768277,768277
2025-01-06 17:00:00+00:00,13591578,13591578,4749800,4749800,0,0,919145,919145,598519,598519,239821,239821,10002,10002,578024,578024,841998,841998,593998.0,593998.0,1064601,1064601,1227750,1227750,930815,930815
2025-01-06 18:00:00+00:00,14534669,14534669,5684138,5684138,0,0,895824,895824,598507,598507,239660,239660,10002,10002,577769,577769,841998,841998,593735.0,593735.0,1116327,1116327,1256500,1256500,1058128,1058128
2025-01-06 19:00:00+00:00,14677341,14677341,5812151,5812151,0,0,887021,887021,598497,598497,239448,239448,10002,10002,577432,577432,841998,841998,593389.0,593389.0,1066439,1066439,1235500,1235500,1076506,1076506
2025-01-06 20:00:00+00:00,14557906,14557906,5740483,5740483,0,0,869388,869388,598485,598485,239248,239248,10002,10002,577115,577115,841998,841998,593064.0,593064.0,993122,993122,1102750,1102750,868212,868212
2025-01-06 21:00:00+00:00,14524034,14524034,5976773,5976773,0,0,858169,858169,598473,598473,239044,239044,10002,10002,576795,576795,841998,841998,592733.0,592733.0,899483,899483,1080000,1080000,674467,674467
2025-01-06 22:00:00+00:00,14423995,14423995,6129268,6129268,0,0,886190,886190,598462,598462,238816,238816,10002,10002,576434,576434,841998,841998,592364.0,592364.0,792485,792485,1076750,1076750,491253,491253
2025-01-06 23:00:00+00:00,14312465,14312465,6052075,6052075,0,0,955335,955335,598451,598451,238591,238591,10002,10002,576077,576077,841998,841998,591997.0,591997.0,714962,714962,945750,945750,482447,482447
2025-01-07 00:00:00+00:00,14261933,14261933,6026778,6026778,0,0,1063172,1063172,598439,598439,238366,238366,10002,10002,575723,575723,841998,841998,591631.0,591631.0,675092,675092,955250,955250,368344,368344
2025-01-07 01:00:00+00:00,14334561,14334561,6004008,6004008,0,0,1216199,1216199,598428,598428,238155,238155,10002,10002,575388,575388,841998,841998,591288.0,591288.0,625372,625372,955250,955250,367770,367770
2025-01-07 02:00:00+00:00,14154598,14154598,5783646,5783646,0,0,1369536,1369536,598417,598417,237903,237903,10002,10002,574992,574992,841998,841998,590881.0,590881.0,621825,621825,979250,979250,370833,370833
2025-01-07 03:00:00+00:00,14073263,14073263,5687045,5687045,0,0,1471344,1471344,598405,598405,237595,237595,10002,10002,574504,574504,841998,841998,590380.0,590380.0,640245,640245,966750,966750,378490,378490
2025-01-07 04:00:00+00:00,14100210,14100210,5665789,5665789,0,0,1533515,1533515,598394,598394,237214,237214,10002,10002,573904,573904,841998,841998,589763.0,589763.0,684385,684385,1012250,1012250,371215,371215
2025-01-07 05:00:00+00:00,14262267,14262267,5557268,5557268,0,0,1614482,1614482,598383,598383,236805,236805,10002,10002,573262,573262,841998,841998,589103.0,589103.0,800025,800025,1201500,1201500,398593,398593
2025-01-07 06:00:00+00:00,14532126,14532126,5279018,5279018,0,0,1763001,1763001,598371,598371,236393,236393,10002,10002,572613,572613,841998,841998,588437.0,588437.0,1052520,1052520,1572000,1572000,576638,576638
2025-01-07 07:00:00+00:00,15269972,15269972,5219674,5219674,0,0,1981430,1981430,598359,598359,235925,235925,10002,10002,571877,571877,841998,841998,587681.0,587681.0,1365768,1365768,2024750,2024750,855386,855386
2025-01-07 08:00:00+00:00,15547110,15547110,5066869,5066869,2569,2569,2137562,2137562,598349,598349,235393,235393,10002,10002,571041,571041,841998,841998,586820.0,586820.0,1523177,1523177,2648500,2648500,1272167,1272167
2025-01-07 09:00:00+00:00,15307226,15307226,4650320,4650320,355062,355062,2099237,2099237,598337,598337,234861,234861,10002,10002,570204,570204,841998,841998,585961.0,585961.0,1487707,1487707,2728000,2728000,1511283,1511283
2025-01-07 10:00:00+00:00,16078401,16078401,4635297,4635297,1369849,1369849,1937268,1937268,598325,598325,234431,234431,10002,10002,569527,569527,841998,841998,585266.0,585266.0,1385192,1385192,2654250,2654250,1562399,1562399
2025-01-07 11:00:00+00:00,17886109,17886109,4956586,4956586,3467107,3467107,1687461,1687461,598314,598314,234106,234106,10002,10002,569016,569016,841998,841998,584741.0,584741.0,1259833,1259833,1883250,1883250,1468782,1468782
2025-01-07 12:00:00+00:00,19349743,19349743,5603184,5603184,5013038,5013038,1388128,1388128,598303,598303,234023,234023,10002,10002,568881,568881,841998,841998,584602.0,584602.0,1159937,1159937,1291750,1291750,1222580,1222580
2025-01-07 13:00:00+00:00,19540578,19540578,5814922,5814922,5544866,5544866,1097979,1097979,598291,598291,234418,234418,10002,10002,569499,569499,841998,841998,585236.0,585236.0,1064679,1064679,1254500,1254500,1091822,1091822
2025-01-07 14:00:00+00:00,17606707,17606707,6067790,6067790,3632370,3632370,829914,829914,598280,598280,235088,235088,10002,10002,570542,570542,841998,841998,586308.0,586308.0,1011284,1011284,1418750,1418750,1284992,1284992
2025-01-07 15:00:00+00:00,15513437,15513437,5812082,5812082,1825572,1825572,671812,671812,598269,598269,236018,236018,10002,10002,571995,571995,841998,841998,587802.0,587802.0,1059101,1059101,1939500,1939500,1667120,1667120
2025-01-07 16:00:00+00:00,14237506,14237506,5486997,5486997,425265,425265,781858,781858,598257,598257,236977,236977,10002,10002,573491,573491,841998,841998,589338.0,589338.0,1175019,1175019,2741000,2741000,2018617,2018617
2025-01-07 17:00:00+00:00,13835320,13835320,4988443,4988443,0,0,865009,865009,598245,598245,237667,237667,10002,10002,574567,574567,841998,841998,590445.0,590445.0,1293094,1293094,2900000,2900000,1976308,1976308
2025-01-07 18:00:00+00:00,13759758,13759758,4825666,4825666,0,0,856650,856650,598235,598235,238114,238114,10002,10002,575265,575265,841998,841998,591160.0,591160.0,1299870,1299870,2889500,2889500,2014597,2014597
2025-01-07 19:00:00+00:00,13684347,13684347,4828031,4828031,0,0,862228,862228,598223,598223,238484,238484,10002,10002,575838,575838,841998,841998,591752.0,591752.0,1209299,1209299,2498250,2498250,1907960,1907960
2025-01-07 20:00:00+00:00,13479579,13479579,4567779,4567779,0,0,860696,860696,598211,598211,238834,238834,10002,10002,576383,576383,841998,841998,592311.0,592311.0,1128791,1128791,2079500,2079500,1936870,1936870
2025-01-07 21:00:00+00:00,13443052,13443052,4512405,4512405,0,0,864837,864837,598201,598201,239195,239195,10002,10002,576942,576942,841998,841998,592885.0,592885.0,1021876,1021876,1650250,1650250,1677842,1677842
2025-01-07 22:00:00+00:00,13314528,13314528,4503442,4503442,0,0,910930,910930,598189,598189,239509,239509,10002,10002,577433,577433,841998,841998,593391.0,593391.0,898014,898014,1413000,1413000,1344724,1344724
2025-01-07 23:00:00+00:00,13143982,13143982,4333062,4333062,0,0,1000419,1000419,598177,598177,239769,239769,10002,10002,577835,577835,841998,841998,593801.0,593801.0,805102,805102,1353500,1353500,1070763,1070763
2025-01-08 00:00:00+00:00,13114215,13114215,4162538,4162538,0,0,1132266,1132266,598167,598167,239909,239909,10002,10002,578050,578050,841998,841998,594025.0,594025.0,751438,751438,1165500,1165500,886399,886399
2025-01-08 01:00:00+00:00,12999233,12999233,3913670,3913670,0,0,1317713,1317713,598155,598155,239999,239999,10002,10002,578190,578190,841998,841998,594168.0,594168.0,692262,692262,1077000,1077000,813458,813458
2025-01-08 02:00:00+00:00,12995162,12995162,3901464,3901464,0,0,1508480,1508480,598143,598143,240093,240093,10002,10002,578330,578330,841998,841998,594314.0,594314.0,686011,686011,1052500,1052500,808290,808290
2025-01-08 03:00:00+00:00,13223808,13223808,4035384,4035384,0,0,1645599,1645599,598132,598132,240174,240174,10002,10002,578456,578456,841998,841998,594440.0,594440.0,699789,699789,1062500,1062500,809438,809438
2025-01-08 04:00:00+00:00,12830463,12830463,3608714,3608714,0,0,1745415,1745415,598121,598121,240251,240251,10002,10002,578572,578572,841998,841998,594560.0,594560.0,739744,739744,1157250,1157250,885251,885251
2025-01-08 05:00:00+00:00,12655875,12655875,3467757,3467757,0,0,1867752,1867752,598109,598109,240339,240339,10002,10002,578706,578706,841998,841998,594697.0,594697.0,856674,856674,1517750,1517750,1074209,1074209
2025-01-08 06:00:00+00:00,12396974,12396974,3159862,3159862,0,0,2072786,2072786,598098,598098,240428,240428,10002,10002,578841,578841,841998,841998,594836.0,594836.0,1136278,1136278,1777750,1777750,1527365,1527365
2025-01-08 07:00:00+00:00,12934996,12934996,3265306,3265306,0,0,2369702,2369702,598087,598087,240513,240513,10002,10002,578969,578969,841998,841998,594971.0,594971.0,1478602,1478602,2480500,2480500,2116064,2116064
2025-01-08 08:00:00+00:00,13072546,13072546,3197115,3197115,3335,3335,2605793,2605793,598075,598075,240534,240534,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1642280,1642280,3534000,3534000,2397490,2397490
2025-01-08 09:00:00+00:00,13268468,13268468,3031454,3031454,677399,677399,2619012,2619012,598064,598064,240536,240536,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1582784,1582784,3911500,3911500,2496278,2496278
2025-01-08 10:00:00+00:00,15437161,15437161,3036160,3036160,3420043,3420043,2481859,2481859,598053,598053,240540,240540,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1426708,1426708,3323000,3323000,2344269,2344269
2025-01-08 11:00:00+00:00,16799279,16799279,3199095,3199095,5418741,5418741,2210023,2210023,598041,598041,240540,240540,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1255341,1255341,3125000,3125000,2268264,2268264
2025-01-08 12:00:00+00:00,16713392,16713392,3221424,3221424,6078779,6078779,1847043,1847043,598029,598029,240542,240542,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1121530,1121530,3161750,3161750,2443820,2443820
2025-01-08 13:00:00+00:00,15206883,15206883,2933894,2933894,5576265,5576265,1463045,1463045,598019,598019,240546,240546,10002,10002,579000,579000,841998,841998,595002.0,595002.0,986754,986754,3556250,3556250,2683704,2683704
2025-01-08 14:00:00+00:00,11716479,11716479,2117953,2117953,3572605,3572605,1109591,1109591,598007,598007,240546,240546,10002,10002,579000,579000,841998,841998,595002.0,595002.0,908050,908050,4578750,4578750,2753775,2753775
2025-01-08 15:00:00+00:00,8546190,8546190,1365022,1365022,1604255,1604255,897193,897193,597995,597995,240550,240550,10002,10002,579000,579000,841998,841998,595002.0,595002.0,947757,947757,5863500,5863500,2858495,2858495
2025-01-08 16:00:00+00:00,6822748,6822748,701353,701353,376322,376322,1034441,1034441,597985,597985,240552,240552,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1068293,1068293,6764750,6764750,2847966,2847966
