ds,actual,predicted,window_start,window_end
2025-04-23 12:00:00,0.08323,0.06681914791201504,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-23 13:00:00,0.0850699999999999,0.07418009408587412,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-23 14:00:00,0.0912999999999999,0.08599544351777433,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-23 15:00:00,0.094,0.08083483662395408,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-23 16:00:00,0.10288,0.12163832457352297,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-23 17:00:00,0.1219,0.12525561844691324,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-23 18:00:00,0.14799,0.14117531917241333,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-23 19:00:00,0.14453,0.14579483686912564,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-23 20:00:00,0.12456,0.1251976115470126,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-23 21:00:00,0.1077699999999999,0.11491623921583494,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-23 22:00:00,0.0944,0.10312382856700864,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-23 23:00:00,0.0924,0.09684840994205224,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-24 00:00:00,0.08689,0.09787142188583331,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-24 01:00:00,0.08506,0.0862610321237256,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-24 02:00:00,0.08454,0.08486374667212149,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-24 03:00:00,0.08166,0.08398644210308692,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-24 04:00:00,0.08789,0.08119481910759829,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-24 05:00:00,0.1,0.09705722948390128,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-24 06:00:00,0.1140699999999999,0.10786164363752426,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-24 07:00:00,0.11746,0.11614890356402074,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-24 08:00:00,0.10909,0.11571982532300096,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-24 09:00:00,0.09667,0.09507947318724963,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-24 10:00:00,0.09355,0.08572709176993876,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-24 11:00:00,0.08151,0.07676559572665098,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-24 12:00:00,0.07872,0.07267171133647854,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-20 12:00:00,-0.0579,0.004833815768859551,2025-04-20 12:00:00,2025-04-25 12:00:00
2025-04-20 13:00:00,-0.0273999999999999,0.0011715826704575827,2025-04-20 12:00:00,2025-04-25 12:00:00
2025-04-20 14:00:00,-0.00515,-0.0004797077857719989,2025-04-20 12:00:00,2025-04-25 12:00:00
2025-04-20 15:00:00,0.0,0.025758415744512098,2025-04-20 12:00:00,2025-04-25 12:00:00
2025-04-20 16:00:00,0.08136,0.060887699503019865,2025-04-20 12:00:00,2025-04-25 12:00:00
2025-04-20 17:00:00,0.10681,0.09081666587785076,2025-04-20 12:00:00,2025-04-25 12:00:00
2025-04-20 18:00:00,0.12692,0.1101089902925162,2025-04-20 12:00:00,2025-04-25 12:00:00
2025-04-20 19:00:00,0.14495,0.1301631251249029,2025-04-20 12:00:00,2025-04-25 12:00:00
2025-04-20 20:00:00,0.14599,0.10861433372057061,2025-04-20 12:00:00,2025-04-25 12:00:00
2025-04-20 21:00:00,0.12249,0.10029749243152619,2025-04-20 12:00:00,2025-04-25 12:00:00
2025-04-20 22:00:00,0.11001,0.09177941170241366,2025-04-20 12:00:00,2025-04-25 12:00:00
2025-04-20 23:00:00,0.1106299999999999,0.09754604299763936,2025-04-20 12:00:00,2025-04-25 12:00:00
2025-04-21 00:00:00,0.09543,0.0809351496826749,2025-04-20 12:00:00,2025-04-25 12:00:00
2025-04-21 01:00:00,0.09862,0.0729714594720624,2025-04-20 12:00:00,2025-04-25 12:00:00
2025-04-21 02:00:00,0.1,0.07076270987076216,2025-04-20 12:00:00,2025-04-25 12:00:00
2025-04-21 03:00:00,0.09798,0.06726802905661666,2025-04-20 12:00:00,2025-04-25 12:00:00
