validfrom (UTC),validto (UTC),point,type,granularity,timezone,activity,classification,capacity (kW),volume (kWh),percentage,emission (kg CO2),emissionfactor (kg CO2/kWh)
9/11/24 5:00,9/11/24 6:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,9867730,9867730,0.272420257,1325297,0.134398252
9/11/24 6:00,9/11/24 7:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12023027,12023027,0.33191824,1359742,0.113603003
9/11/24 7:00,9/11/24 8:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15987940,15987940,0.441371739,1192605,0.075307928
9/11/24 8:00,9/11/24 9:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18292637,18292637,0.504990757,977292,0.053465199
9/11/24 9:00,9/11/24 10:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19884963,19884963,0.548942983,895120,0.045031425
9/11/24 10:00,9/11/24 11:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,20897151,20897151,0.576878488,879831,0.042121299
9/11/24 11:00,9/11/24 12:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,21434265,21434265,0.591699243,912531,0.042586476
9/11/24 12:00,9/11/24 13:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,22211976,22211976,0.613161504,910751,0.04102125
9/11/24 13:00,9/11/24 14:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,20668777,20668777,0.570554972,1002842,0.048900526
9/11/24 14:00,9/11/24 15:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17889044,17889044,0.49381575,1246564,0.069701299
9/11/24 15:00,9/11/24 16:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17162478,17162478,0.47375375,2081519,0.121634148
9/11/24 16:00,9/11/24 17:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16785478,16785478,0.463342011,3353496,0.199659243
9/11/24 17:00,9/11/24 18:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15475444,15475444,0.427175254,4022101,0.261078745
9/11/24 18:00,9/11/24 19:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13702205,13702205,0.37822324,4071294,0.297395736
9/11/24 19:00,9/11/24 20:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12099734,12099734,0.333986491,3576168,0.295559764
9/11/24 20:00,9/11/24 21:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11682039,11682039,0.322452992,3531674,0.302313745
9/11/24 21:00,9/11/24 22:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,10456879,10456879,0.288632512,3236836,0.309586257
9/11/24 22:00,9/11/24 23:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,9700053,9700053,0.267739505,2929339,0.301950246
9/11/24 23:00,9/12/24 0:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8647366,8647366,0.23868075,2536635,0.293284237
9/12/24 0:00,9/12/24 1:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8139227,8139227,0.224652752,2474902,0.304275751
9/12/24 1:00,9/12/24 2:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8371728,8371728,0.231067255,2556316,0.305348754
9/12/24 2:00,9/12/24 3:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8029316,8029316,0.221614003,2435210,0.303304762
9/12/24 3:00,9/12/24 4:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,9198367,9198367,0.253877491,3061355,0.332700998
9/12/24 4:00,9/12/24 5:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11448461,11448461,0.315977007,3810612,0.332897753
9/12/24 5:00,9/12/24 6:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12225745,12225745,0.337426513,3888501,0.318345249
9/12/24 6:00,9/12/24 7:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13822378,13822378,0.38148874,3755102,0.272078246
9/12/24 7:00,9/12/24 8:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15471348,15471348,0.426994264,3659209,0.236656249
9/12/24 8:00,9/12/24 9:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16581891,16581891,0.457639009,2923428,0.176413253
9/12/24 9:00,9/12/24 10:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16396514,16396514,0.452517241,1979453,0.120917998
9/12/24 10:00,9/12/24 11:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17560837,17560837,0.484645247,1753531,0.099905021
9/12/24 11:00,9/12/24 12:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16689949,16689949,0.460605264,1912821,0.11462225
9/12/24 12:00,9/12/24 13:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16798538,16798538,0.463596761,1730770,0.10302975
9/12/24 13:00,9/12/24 14:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17899327,17899327,0.493970245,1926548,0.107571997
9/12/24 14:00,9/12/24 15:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19071749,19071749,0.526319742,2886786,0.151350006
9/12/24 15:00,9/12/24 16:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19233615,19233615,0.530780733,3882933,0.201761246
9/12/24 16:00,9/12/24 17:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18464691,18464691,0.509555519,4457222,0.242286995
9/12/24 17:00,9/12/24 18:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16155083,16155083,0.445814013,4663449,0.28926
9/12/24 18:00,9/12/24 19:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14863621,14863621,0.410170257,4892413,0.329248011
9/12/24 19:00,9/12/24 20:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14369460,14369460,0.396529257,4725933,0.328856498
9/12/24 20:00,9/12/24 21:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12891630,12891630,0.355744243,4153108,0.322207242
9/12/24 21:00,9/12/24 22:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12112982,12112982,0.334253252,3919150,0.323540002
9/12/24 22:00,9/12/24 23:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11864540,11864540,0.327394009,3752969,0.316338986
9/12/24 23:00,9/13/24 0:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11276197,11276197,0.311155498,3631105,0.321972489
9/13/24 0:00,9/13/24 1:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,10432161,10432161,0.287862003,3220118,0.308670014
9/13/24 1:00,9/13/24 2:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,10657482,10657482,0.294076264,3381645,0.317326486
9/13/24 2:00,9/13/24 3:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,10982510,10982510,0.30304125,3476172,0.316520512
9/13/24 3:00,9/13/24 4:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11452992,11452992,0.316019505,3753765,0.327564508
9/13/24 4:00,9/13/24 5:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12648602,12648602,0.349005759,4345128,0.34350574
9/13/24 5:00,9/13/24 6:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12954256,12954256,0.357435256,4383080,0.338540256
9/13/24 6:00,9/13/24 7:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14973439,14973439,0.413144499,4311749,0.28862226
9/13/24 7:00,9/13/24 8:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16798988,16798988,0.463509262,3746111,0.223853752
9/13/24 8:00,9/13/24 9:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19839694,19839694,0.547400773,3100543,0.156953245
9/13/24 9:00,9/13/24 10:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19896937,19896937,0.548973978,1987406,0.099693798
9/13/24 10:00,9/13/24 11:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,20260795,20260795,0.559006512,1499686,0.074014097
9/13/24 11:00,9/13/24 12:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18743209,18743209,0.517129779,1336064,0.071300372
9/13/24 12:00,9/13/24 13:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,21012529,21012529,0.579734027,1386907,0.066085778
9/13/24 13:00,9/13/24 14:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,21402324,21402324,0.590481758,1329216,0.0621056
9/13/24 14:00,9/13/24 15:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19246102,19246102,0.530986726,1383817,0.072244197
9/13/24 15:00,9/13/24 16:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17226607,17226607,0.475264758,1974965,0.115095951
9/13/24 16:00,9/13/24 17:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15432697,15432697,0.425767988,2737429,0.178236753
9/13/24 17:00,9/13/24 18:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12424757,12424757,0.342778742,3152863,0.255432993
9/13/24 18:00,9/13/24 19:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,10496641,10496641,0.289581746,3283107,0.31293276
9/13/24 19:00,9/13/24 20:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,9736783,9736783,0.268615991,3196849,0.328356743
9/13/24 20:00,9/13/24 21:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8864998,8864998,0.244562507,2919824,0.329336762
9/13/24 21:00,9/13/24 22:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,7752742,7752742,0.213875756,2426662,0.312819988
9/13/24 22:00,9/13/24 23:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,6908919,6908919,0.190594748,2090619,0.302559495
9/13/24 23:00,9/14/24 0:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,6388101,6388101,0.176225498,2006468,0.314138263
9/14/24 0:00,9/14/24 1:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,6060215,6060215,0.167178243,1925588,0.317744493
9/14/24 1:00,9/14/24 2:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,5574436,5574436,0.153775752,1718329,0.3082425
9/14/24 2:00,9/14/24 3:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,5629375,5629375,0.155289501,1710220,0.3037965
9/14/24 3:00,9/14/24 4:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,5299299,5299299,0.146182254,1551152,0.292703241
9/14/24 4:00,9/14/24 5:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,5925021,5925021,0.163441256,1846061,0.311494261
9/14/24 5:00,9/14/24 6:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,6961665,6961665,0.192034751,2181401,0.313530236
9/14/24 6:00,9/14/24 7:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8356331,8356331,0.230503246,1974472,0.238170251
9/14/24 7:00,9/14/24 8:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,10712402,10712402,0.295490503,1450296,0.137463003
9/14/24 8:00,9/14/24 9:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13607279,13607279,0.375338495,972574,0.072036698
9/14/24 9:00,9/14/24 10:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16452921,16452921,0.453826755,872608,0.053121027
9/14/24 10:00,9/14/24 11:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17735588,17735588,0.489201754,893291,0.050369751
9/14/24 11:00,9/14/24 12:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17917701,17917701,0.494219005,865728,0.048322201
9/14/24 12:00,9/14/24 13:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17088186,17088186,0.471333504,851351,0.049821675
9/14/24 13:00,9/14/24 14:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15811510,15811510,0.436114758,852104,0.0539684
9/14/24 14:00,9/14/24 15:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13093868,13093868,0.3611525,875955,0.067105673
9/14/24 15:00,9/14/24 16:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12373086,12373086,0.341268003,1216331,0.098752402
9/14/24 16:00,9/14/24 17:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,10620066,10620066,0.292913765,1974933,0.186703756
9/14/24 17:00,9/14/24 18:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,9437543,9437543,0.26029551,2580103,0.275386006
9/14/24 18:00,9/14/24 19:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8462178,8462178,0.233391494,2644427,0.312498003
9/14/24 19:00,9/14/24 20:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8199838,8199838,0.226153255,2527152,0.308178991
9/14/24 20:00,9/14/24 21:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,7583656,7583656,0.209156752,2245698,0.296010494
9/14/24 21:00,9/14/24 22:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,6030200,6030200,0.166310504,1602220,0.265379488
9/14/24 22:00,9/14/24 23:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,4870521,4870521,0.134325251,1150824,0.235785753
9/14/24 23:00,9/15/24 0:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,4120193,4120193,0.113630749,858871,0.208300501
9/15/24 0:00,9/15/24 1:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,3930004,3930004,0.108384497,831998,0.211734757
9/15/24 1:00,9/15/24 2:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,3837231,3837231,0.105824247,850705,0.221716255
9/15/24 2:00,9/15/24 3:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,3672531,3672531,0.101281501,846336,0.2304575
9/15/24 3:00,9/15/24 4:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,3800867,3800867,0.104819,894371,0.235167503
9/15/24 4:00,9/15/24 5:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,4029897,4029897,0.111134,1014615,0.251775503
9/15/24 5:00,9/15/24 6:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,4513455,4513455,0.124467999,1184212,0.26249975
9/15/24 6:00,9/15/24 7:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,6046166,6046166,0.166733757,1183382,0.198498249
9/15/24 7:00,9/15/24 8:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8567300,8567300,0.236255497,919785,0.1092555
9/15/24 8:00,9/15/24 9:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12201688,12201688,0.336475492,872031,0.07186535
9/15/24 9:00,9/15/24 10:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15557132,15557132,0.429000735,865899,0.05582805
9/15/24 10:00,9/15/24 11:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17207305,17207305,0.474500507,885346,0.0514699
9/15/24 11:00,9/15/24 12:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16225018,16225018,0.447408497,951547,0.058818899
9/15/24 12:00,9/15/24 13:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14654016,14654016,0.404082745,876614,0.0598551
9/15/24 13:00,9/15/24 14:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13600193,13600193,0.375019491,863091,0.063677378
9/15/24 14:00,9/15/24 15:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12600975,12600975,0.347462744,1057000,0.0839919
9/15/24 15:00,9/15/24 16:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11949729,11949729,0.329501241,1676593,0.140354753
9/15/24 16:00,9/15/24 17:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13297606,13297606,0.366663247,2912574,0.219012752
9/15/24 17:00,9/15/24 18:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12257020,12257020,0.337967008,3499721,0.286058247
9/15/24 18:00,9/15/24 19:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11640304,11640304,0.320958495,3689654,0.316978753
9/15/24 19:00,9/15/24 20:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11326658,11326658,0.312306494,3668327,0.323891997
9/15/24 20:00,9/15/24 21:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,10572701,10572701,0.291514754,3618197,0.342340499
9/15/24 21:00,9/15/24 22:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,9333148,9333148,0.257334262,3223955,0.345396996
9/15/24 22:00,9/15/24 23:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8907368,8907368,0.245591998,3086843,0.346552014
9/15/24 23:00,9/16/24 0:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8927248,8927248,0.246137246,3171079,0.355225742
9/16/24 0:00,9/16/24 1:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8905128,8905128,0.245524496,3236439,0.363436252
9/16/24 1:00,9/16/24 2:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,9039231,9039231,0.249219,3269206,0.361667991
9/16/24 2:00,9/16/24 3:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,9174542,9174542,0.252946764,3331791,0.363149256
9/16/24 3:00,9/16/24 4:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,9843058,9843058,0.271374762,3629869,0.368737251
9/16/24 4:00,9/16/24 5:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11601305,11601305,0.319846749,4275975,0.36857149
9/16/24 5:00,9/16/24 6:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12470577,12470577,0.343808502,4442082,0.356431007
9/16/24 6:00,9/16/24 7:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13981306,13981306,0.385454506,4287360,0.30701825
9/16/24 7:00,9/16/24 8:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15783460,15783460,0.435133249,4194446,0.266301751
9/16/24 8:00,9/16/24 9:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18542002,18542002,0.511177778,3814268,0.206485003
9/16/24 9:00,9/16/24 10:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,20418183,20418183,0.562895,3299181,0.161662504
9/16/24 10:00,9/16/24 11:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19420501,19420501,0.535384476,2414210,0.124266751
9/16/24 11:00,9/16/24 12:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,20819974,20819974,0.573958755,2303605,0.110708751
9/16/24 12:00,9/16/24 13:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,21322171,21322171,0.587796271,2129381,0.0999313
9/16/24 13:00,9/16/24 14:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,21898173,21898173,0.603668511,2031751,0.092820972
9/16/24 14:00,9/16/24 15:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19856352,19856352,0.5473755,2145886,0.108318001
9/16/24 15:00,9/16/24 16:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18580147,18580147,0.512188733,2422667,0.130516499
9/16/24 16:00,9/16/24 17:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17550484,17550484,0.483799249,2932854,0.167495996
9/16/24 17:00,9/16/24 18:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15516417,15516417,0.427722752,3404296,0.220150754
9/16/24 18:00,9/16/24 19:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13774682,13774682,0.379705995,3557190,0.25841701
9/16/24 19:00,9/16/24 20:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12415811,12415811,0.342244238,3243443,0.261141986
9/16/24 20:00,9/16/24 21:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,9975683,9975683,0.274978489,2470520,0.247644752
9/16/24 21:00,9/16/24 22:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,9405193,9405193,0.259250253,2186277,0.232381999
9/16/24 22:00,9/16/24 23:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8767223,8767223,0.241661996,1978801,0.225704744
9/16/24 23:00,9/17/24 0:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8633279,8633279,0.237967253,1986964,0.230155498
9/17/24 0:00,9/17/24 1:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8567021,8567021,0.236138254,1823130,0.212836757
9/17/24 1:00,9/17/24 2:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8332812,8332812,0.229680255,1737962,0.208590746
9/17/24 2:00,9/17/24 3:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8608335,8608335,0.237271756,1810152,0.210219249
9/17/24 3:00,9/17/24 4:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,9488826,9488826,0.26153776,2335990,0.245813996
9/17/24 4:00,9/17/24 5:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12148465,12148465,0.334840745,3252622,0.267647505
9/17/24 5:00,9/17/24 6:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13951283,13951283,0.384526253,3730561,0.267395258
9/17/24 6:00,9/17/24 7:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15228312,15228312,0.419719011,3767778,0.247899249
9/17/24 7:00,9/17/24 8:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17830215,17830215,0.491426259,3358532,0.189263001
9/17/24 8:00,9/17/24 9:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19044620,19044620,0.524891257,2169446,0.114110447
9/17/24 9:00,9/17/24 10:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19534231,19534231,0.53837949,1477278,0.075554125
9/17/24 10:00,9/17/24 11:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,20780748,20780748,0.572727978,1158070,0.056086276
9/17/24 11:00,9/17/24 12:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,22628929,22628929,0.623657525,1085256,0.047961202
9/17/24 12:00,9/17/24 13:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,22723039,22723039,0.626244247,1073733,0.047254674
9/17/24 13:00,9/17/24 14:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,22477017,22477017,0.619457006,1092595,0.048615102
9/17/24 14:00,9/17/24 15:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,21612970,21612970,0.5956375,1353017,0.062625349
9/17/24 15:00,9/17/24 16:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,21466682,21466682,0.591599226,2201834,0.10267105
9/17/24 16:00,9/17/24 17:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,20340019,20340019,0.560543239,3405808,0.167980745
9/17/24 17:00,9/17/24 18:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17769336,17769336,0.489692986,3841305,0.216564253
9/17/24 18:00,9/17/24 19:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16060765,16060765,0.442602485,3775895,0.23511
9/17/24 19:00,9/17/24 20:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14851887,14851887,0.409283757,3389049,0.228106499
9/17/24 20:00,9/17/24 21:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13139342,13139342,0.36208576,2810853,0.21385625
9/17/24 21:00,9/17/24 22:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11543805,11543805,0.318113506,2369465,0.205300495
9/17/24 22:00,9/17/24 23:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,10830518,10830518,0.298453748,2374853,0.219347745
9/17/24 23:00,9/18/24 0:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,10076988,10076988,0.277685761,2378271,0.236078501
9/18/24 0:00,9/18/24 1:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,9364234,9364234,0.258042008,2286450,0.244157255
9/18/24 1:00,9/18/24 2:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,9267392,9267392,0.255370736,2211291,0.238615498
9/18/24 2:00,9/18/24 3:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,9366677,9366677,0.258103251,2276065,0.242954493
9/18/24 3:00,9/18/24 4:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,10765706,10765706,0.296651244,2932033,0.272021264
9/18/24 4:00,9/18/24 5:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13325898,13325898,0.367193252,3900315,0.292648762
9/18/24 5:00,9/18/24 6:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14456181,14456181,0.398333758,4255026,0.294353485
9/18/24 6:00,9/18/24 7:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15508855,15508855,0.427334756,4289665,0.27678749
9/18/24 7:00,9/18/24 8:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16189977,16189977,0.446097761,3592267,0.221929744
9/18/24 8:00,9/18/24 9:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15435795,15435795,0.425312012,2250279,0.145951003
9/18/24 9:00,9/18/24 10:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17441462,17441462,0.480570257,1603197,0.092630573
9/18/24 10:00,9/18/24 11:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,20381459,20381459,0.561570227,1082668,0.053320251
9/18/24 11:00,9/18/24 12:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,22569424,22569424,0.621848226,928827,0.041157626
9/18/24 12:00,9/18/24 13:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,22826522,22826522,0.628924727,934158,0.040926974
9/18/24 13:00,9/18/24 14:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,21972497,21972497,0.605387747,964684,0.043920826
9/18/24 14:00,9/18/24 15:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,20178891,20178891,0.555963755,1122265,0.055793226
9/18/24 15:00,9/18/24 16:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19177811,19177811,0.528376222,1976084,0.103249274
9/18/24 16:00,9/18/24 17:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17850373,17850373,0.491798013,2881041,0.161908999
9/18/24 17:00,9/18/24 18:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15461516,15461516,0.425977498,3209391,0.207902253
9/18/24 18:00,9/18/24 19:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14414654,14414654,0.397130996,3136483,0.217572257
9/18/24 19:00,9/18/24 20:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13208565,13208565,0.363898486,2780217,0.210281745
9/18/24 20:00,9/18/24 21:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11259193,11259193,0.310189247,2036914,0.180757999
9/18/24 21:00,9/18/24 22:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,9515801,9515801,0.262156248,1446833,0.151940003
9/18/24 22:00,9/18/24 23:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8932501,8932501,0.246083751,1397542,0.156509504
9/18/24 23:00,9/19/24 0:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8106343,8106343,0.223321244,1434140,0.177054748
9/19/24 0:00,9/19/24 1:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,7761483,7761483,0.213818252,1608615,0.207377002
9/19/24 1:00,9/19/24 2:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,7604758,7604758,0.209498256,1719161,0.226082757
9/19/24 2:00,9/19/24 3:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8064171,8064171,0.222151995,1962464,0.243253499
9/19/24 3:00,9/19/24 4:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,9734330,9734330,0.268158257,2573597,0.264164001
9/19/24 4:00,9/19/24 5:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11424738,11424738,0.314721495,3263016,0.285564989
9/19/24 5:00,9/19/24 6:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12273137,12273137,0.338088989,3525785,0.287331492
