validfrom (UTC),validto (UTC),point,type,granularity,timezone,activity,classification,capacity (kW),volume (kWh),percentage,emission (kg CO2),emissionfactor (kg CO2/kWh)
1/9/24 0:00,1/9/24 1:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17828380,17828380,0.560146511,3821384,0.214357749
1/9/24 1:00,1/9/24 2:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17690710,17690710,0.55581373,3969348,0.224378005
1/9/24 2:00,1/9/24 3:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17084016,17084016,0.536745727,3871404,0.226613
1/9/24 3:00,1/9/24 4:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17437074,17437074,0.547830999,3990919,0.228862494
1/9/24 4:00,1/9/24 5:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18036089,18036089,0.566643238,4288241,0.2377325
1/9/24 5:00,1/9/24 6:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19279464,19279464,0.605698764,4881395,0.253081262
1/9/24 6:00,1/9/24 7:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,20877574,20877574,0.655897737,5595367,0.267959237
1/9/24 7:00,1/9/24 8:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,22851085,22851085,0.717888772,6373674,0.278907746
1/9/24 8:00,1/9/24 9:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,24036807,24036807,0.755129755,6444353,0.268267751
1/9/24 9:00,1/9/24 10:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,25959190,25959190,0.815511763,5908141,0.227823004
1/9/24 10:00,1/9/24 11:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,26714749,26714749,0.839237273,5042789,0.188812748
1/9/24 11:00,1/9/24 12:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,27171205,27171205,0.853565753,4583024,0.168693244
1/9/24 12:00,1/9/24 13:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,27075133,27075133,0.850536525,4396405,0.162385002
1/9/24 13:00,1/9/24 14:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,26539817,26539817,0.83370924,4679144,0.176339507
1/9/24 14:00,1/9/24 15:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,25560805,25560805,0.802944779,5291726,0.207210749
1/9/24 15:00,1/9/24 16:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,23592880,23592880,0.741116524,5959457,0.252877742
1/9/24 16:00,1/9/24 17:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,23138308,23138308,0.726827502,6444233,0.278508008
1/9/24 17:00,1/9/24 18:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,22694692,22694692,0.712883472,6352003,0.279888988
1/9/24 18:00,1/9/24 19:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,22509600,22509600,0.707060277,6232200,0.276853502
1/9/24 19:00,1/9/24 20:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,22569809,22569809,0.708942473,6299713,0.279131263
1/9/24 20:00,1/9/24 21:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,20696129,20696129,0.650079489,5790237,0.279776514
1/9/24 21:00,1/9/24 22:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18976686,18976686,0.596063256,5157276,0.271754742
1/9/24 22:00,1/9/24 23:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17802499,17802499,0.559174478,4888257,0.274587512
1/9/24 23:00,1/10/24 0:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16010020,16010020,0.502866268,4362625,0.27250725
1/10/24 0:00,1/10/24 1:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15730034,15730034,0.494065762,4409858,0.280351996
1/10/24 1:00,1/10/24 2:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15482094,15482094,0.486271501,4400742,0.284247994
1/10/24 2:00,1/10/24 3:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15500291,15500291,0.486837,4396035,0.28361249
1/10/24 3:00,1/10/24 4:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15819262,15819262,0.496849,4472510,0.282724738
1/10/24 4:00,1/10/24 5:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16024403,16024403,0.503285229,4582777,0.285952747
1/10/24 5:00,1/10/24 6:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17871902,17871902,0.561303496,5260840,0.29430449
1/10/24 6:00,1/10/24 7:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19352690,19352690,0.607802749,6010924,0.310534
1/10/24 7:00,1/10/24 8:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,20521435,20521435,0.644500732,6509266,0.317198247
1/10/24 8:00,1/10/24 9:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,21541250,21541250,0.676520228,6532023,0.303511739
1/10/24 9:00,1/10/24 10:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,24652827,24652827,0.77423197,6336652,0.25745374
1/10/24 10:00,1/10/24 11:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,27238645,27238645,0.855429471,6246273,0.229373246
1/10/24 11:00,1/10/24 12:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,27761363,27761363,0.871834278,6016757,0.216740504
1/10/24 12:00,1/10/24 13:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,27535993,27535993,0.864745498,6052135,0.219810501
1/10/24 13:00,1/10/24 14:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,26062833,26062833,0.81847173,6126656,0.235186249
1/10/24 14:00,1/10/24 15:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,24191197,24191197,0.759685278,6268831,0.259377986
1/10/24 15:00,1/10/24 16:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,21077642,21077642,0.661900759,6297216,0.299131989
1/10/24 16:00,1/10/24 17:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,20121485,20121485,0.631866276,6327065,0.314442754
1/10/24 17:00,1/10/24 18:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,20071043,20071043,0.630273998,6353017,0.316529989
1/10/24 18:00,1/10/24 19:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19618727,19618727,0.616062224,6360974,0.324252993
1/10/24 19:00,1/10/24 20:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19233269,19233269,0.6039505,6479999,0.336935014
1/10/24 20:00,1/10/24 21:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18843530,18843530,0.591704488,6420997,0.340746999
1/10/24 21:00,1/10/24 22:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17579318,17579318,0.552000225,6103790,0.347283989
1/10/24 22:00,1/10/24 23:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16242516,16242516,0.510017276,5825467,0.358698487
1/10/24 23:00,1/11/24 0:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15070608,15070608,0.473212749,5474767,0.363290757
1/11/24 0:00,1/11/24 1:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14954030,14954030,0.469546497,5544960,0.37080276
1/11/24 1:00,1/11/24 2:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14866860,14866860,0.466803014,5551516,0.37341401
1/11/24 2:00,1/11/24 3:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14833159,14833159,0.465739012,5511465,0.371564507
1/11/24 3:00,1/11/24 4:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15066337,15066337,0.47305426,5588165,0.370905012
1/11/24 4:00,1/11/24 5:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15288505,15288505,0.48002401,5512756,0.360587507
1/11/24 5:00,1/11/24 6:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16505570,16505570,0.518230259,5981040,0.362335265
1/11/24 6:00,1/11/24 7:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17326457,17326457,0.543996513,6266241,0.361675739
1/11/24 7:00,1/11/24 8:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17524010,17524010,0.550191998,6375295,0.363802761
1/11/24 8:00,1/11/24 9:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18453611,18453611,0.579370737,6382651,0.346246749
1/11/24 9:00,1/11/24 10:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,20754239,20754239,0.651593268,6371680,0.307248503
1/11/24 10:00,1/11/24 11:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,22316052,22316052,0.700618267,6372401,0.285560995
1/11/24 11:00,1/11/24 12:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,21825864,21825864,0.685219765,6377298,0.292198747
1/11/24 12:00,1/11/24 13:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,21725611,21725611,0.68206352,6317855,0.29080826
1/11/24 13:00,1/11/24 14:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,20732854,20732854,0.650888264,6221083,0.300196499
1/11/24 14:00,1/11/24 15:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19500792,19500792,0.612200737,6217514,0.318895996
1/11/24 15:00,1/11/24 16:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18774416,18774416,0.589389503,6231200,0.331925988
1/11/24 16:00,1/11/24 17:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18713572,18713572,0.587471724,6237999,0.333341241
1/11/24 17:00,1/11/24 18:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18735136,18735136,0.588141263,6254382,0.333828986
1/11/24 18:00,1/11/24 19:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18742958,18742958,0.588379264,6293096,0.335763991
1/11/24 19:00,1/11/24 20:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18460123,18460123,0.579492748,6273661,0.339850992
1/11/24 20:00,1/11/24 21:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18221474,18221474,0.571994007,6285048,0.344937503
1/11/24 21:00,1/11/24 22:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17753450,17753450,0.557295024,6241815,0.351588994
1/11/24 22:00,1/11/24 23:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16992275,16992275,0.533394277,6038811,0.355383009
1/11/24 23:00,1/12/24 0:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16759395,16759395,0.526077509,5924991,0.353530258
1/12/24 0:00,1/12/24 1:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16590876,16590876,0.520780742,5760529,0.347200245
1/12/24 1:00,1/12/24 2:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16061493,16061493,0.504157007,5422502,0.337589502
1/12/24 2:00,1/12/24 3:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15434429,15434429,0.484467745,5125005,0.332055509
1/12/24 3:00,1/12/24 4:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15240817,15240817,0.478384256,5061368,0.332092255
1/12/24 4:00,1/12/24 5:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15874088,15874088,0.498255253,5329986,0.335749745
1/12/24 5:00,1/12/24 6:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17099205,17099205,0.536702275,5878187,0.343728513
1/12/24 6:00,1/12/24 7:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18301665,18301665,0.574437261,6353577,0.347152263
1/12/24 7:00,1/12/24 8:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18532666,18532666,0.581679761,6444089,0.347715735
1/12/24 8:00,1/12/24 9:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18682236,18682236,0.586366773,6436253,0.344512999
1/12/24 9:00,1/12/24 10:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19175047,19175047,0.601826489,6480732,0.337991506
1/12/24 10:00,1/12/24 11:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19599944,19599944,0.615154743,6468006,0.330015987
1/12/24 11:00,1/12/24 12:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19922381,19922381,0.625266492,6383438,0.320417255
1/12/24 12:00,1/12/24 13:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,20133721,20133721,0.631890774,6345724,0.315184742
1/12/24 13:00,1/12/24 14:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19994488,19994488,0.627512991,6307916,0.315498501
1/12/24 14:00,1/12/24 15:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19119103,19119103,0.600031734,6321004,0.330682755
1/12/24 15:00,1/12/24 16:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17833129,17833129,0.559665978,6275753,0.352001756
1/12/24 16:00,1/12/24 17:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17577895,17577895,0.551648498,6350001,0.361247241
1/12/24 17:00,1/12/24 18:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17499473,17499473,0.549180508,6389047,0.365096003
1/12/24 18:00,1/12/24 19:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17185230,17185230,0.539311767,6342165,0.369057238
1/12/24 19:00,1/12/24 20:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16956123,16956123,0.532114744,6321534,0.3728185
1/12/24 20:00,1/12/24 21:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16762326,16762326,0.526026487,6275735,0.374392509
1/12/24 21:00,1/12/24 22:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15449473,15449473,0.484820753,5788621,0.374680012
1/12/24 22:00,1/12/24 23:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14575975,14575975,0.457403749,5373380,0.368628502
1/12/24 23:00,1/13/24 0:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13322133,13322133,0.418051749,4865461,0.365160495
1/13/24 0:00,1/13/24 1:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12334371,12334371,0.387050748,4400057,0.356695503
1/13/24 1:00,1/13/24 2:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11906582,11906582,0.373622,4036853,0.338997751
1/13/24 2:00,1/13/24 3:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11320284,11320284,0.355219513,3668013,0.323980242
1/13/24 3:00,1/13/24 4:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11125159,11125159,0.349092245,3373813,0.303301513
1/13/24 4:00,1/13/24 5:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11661638,11661638,0.365921736,3313785,0.28418076
1/13/24 5:00,1/13/24 6:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12619112,12619112,0.395960242,3487983,0.27644226
1/13/24 6:00,1/13/24 7:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13125717,13125717,0.411850989,3538678,0.269608259
1/13/24 7:00,1/13/24 8:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14216282,14216282,0.446064502,3703474,0.260579765
1/13/24 8:00,1/13/24 9:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15462823,15462823,0.48517099,3963577,0.256320238
1/13/24 9:00,1/13/24 10:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16004699,16004699,0.502166748,4180914,0.261238754
1/13/24 10:00,1/13/24 11:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16060768,16060768,0.503919482,4212724,0.262311488
1/13/24 11:00,1/13/24 12:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15886113,15886113,0.498432994,3944046,0.248270243
1/13/24 12:00,1/13/24 13:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15525705,15525705,0.487118512,3766161,0.242569998
1/13/24 13:00,1/13/24 14:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15316320,15316320,0.480543256,3648406,0.238198996
1/13/24 14:00,1/13/24 15:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15216008,15216008,0.477389753,3813260,0.250664502
1/13/24 15:00,1/13/24 16:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14792090,14792090,0.464083493,4039107,0.273115993
1/13/24 16:00,1/13/24 17:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14620245,14620245,0.458686262,4122470,0.281969488
1/13/24 17:00,1/13/24 18:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14735605,14735605,0.462299496,4062754,0.275725514
1/13/24 18:00,1/13/24 19:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14634901,14634901,0.459134251,3919357,0.267792255
1/13/24 19:00,1/13/24 20:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14015927,14015927,0.439709514,3616842,0.258025736
1/13/24 20:00,1/13/24 21:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13232450,13232450,0.415124744,3295418,0.249014497
1/13/24 21:00,1/13/24 22:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13386445,13386445,0.419950753,3201984,0.239191502
1/13/24 22:00,1/13/24 23:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13355936,13355936,0.418988258,3086758,0.231105506
1/13/24 23:00,1/14/24 0:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12520890,12520890,0.392786741,2806033,0.224077255
1/14/24 0:00,1/14/24 1:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12079988,12079988,0.378950745,2561846,0.212070495
1/14/24 1:00,1/14/24 2:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11413579,11413579,0.35804075,2449212,0.214604005
1/14/24 2:00,1/14/24 3:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11049464,11049464,0.346614242,2514713,0.227619752
1/14/24 3:00,1/14/24 4:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11117828,11117828,0.348754257,2656428,0.238940254
1/14/24 4:00,1/14/24 5:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11037841,11037841,0.346240491,2747540,0.248947993
1/14/24 5:00,1/14/24 6:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11014319,11014319,0.345498264,2870505,0.260630757
1/14/24 6:00,1/14/24 7:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11651985,11651985,0.365495741,3152258,0.27050826
1/14/24 7:00,1/14/24 8:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12298757,12298757,0.385778487,3347075,0.272157013
1/14/24 8:00,1/14/24 9:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13074647,13074647,0.41011101,3519475,0.269232512
1/14/24 9:00,1/14/24 10:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14608027,14608027,0.458202004,3672023,0.251525998
1/14/24 10:00,1/14/24 11:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15506949,15506949,0.486391753,3660920,0.236092255
1/14/24 11:00,1/14/24 12:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15937932,15937932,0.499903738,3664431,0.229927257
1/14/24 12:00,1/14/24 13:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16233636,16233636,0.509172022,3589003,0.221095502
1/14/24 13:00,1/14/24 14:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16286285,16286285,0.510816753,3575832,0.219584256
1/14/24 14:00,1/14/24 15:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15584104,15584104,0.488786995,3615868,0.232060507
1/14/24 15:00,1/14/24 16:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14992737,14992737,0.470232755,3727532,0.248676002
1/14/24 16:00,1/14/24 17:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15169795,15169795,0.47578001,3818598,0.251746505
1/14/24 17:00,1/14/24 18:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15399070,15399070,0.482964486,3790859,0.246185005
1/14/24 18:00,1/14/24 19:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15576997,15576997,0.488538504,3741671,0.240211755
1/14/24 19:00,1/14/24 20:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15809316,15809316,0.495818496,3650695,0.230923504
1/14/24 20:00,1/14/24 21:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15443509,15443509,0.484339744,3236142,0.209491253
1/14/24 21:00,1/14/24 22:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14404966,14404966,0.451763004,2905872,0.201690748
1/14/24 22:00,1/14/24 23:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13351301,13351301,0.418713242,2457117,0.183924749
1/14/24 23:00,1/15/24 0:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12539725,12539725,0.39325574,2138597,0.17054975
1/15/24 0:00,1/15/24 1:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12767552,12767552,0.400395513,2077428,0.162732005
1/15/24 1:00,1/15/24 2:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12907223,12907223,0.404770255,2027118,0.157057256
1/15/24 2:00,1/15/24 3:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12901589,12901589,0.404588759,2096424,0.162508503
1/15/24 3:00,1/15/24 4:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12706603,12706603,0.398468494,2135737,0.168059498
1/15/24 4:00,1/15/24 5:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13663100,13663100,0.428458005,2626805,0.192141756
1/15/24 5:00,1/15/24 6:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15538397,15538397,0.487259001,3481182,0.223759755
1/15/24 6:00,1/15/24 7:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18027435,18027435,0.565303504,4575738,0.253622264
1/15/24 7:00,1/15/24 8:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19934799,19934799,0.625106514,5226786,0.262218505
1/15/24 8:00,1/15/24 9:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,20739720,20739720,0.650338769,5256603,0.25352025
1/15/24 9:00,1/15/24 10:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,22721328,22721328,0.712467015,5268952,0.232036993
1/15/24 10:00,1/15/24 11:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,24046155,24046155,0.753999472,5232644,0.217664495
1/15/24 11:00,1/15/24 12:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,25035139,25035139,0.785000026,5179392,0.206886753
1/15/24 12:00,1/15/24 13:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,24376306,24376306,0.764331996,5149367,0.21124725
